Marker_Name,scaffold_ID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,LG,genetic_position,Freq
RosBREED_snp_tart_cherry_a_Pp7_20823515,HiC_scaffold_19,97.55,204,4,1,1,204,25907166,25907368,2.00E-94,348,204,7,61.48,3
RosBREED_snp_tart_cherry_a_Pp7_20823515,HiC_scaffold_20,96.08,204,7,1,1,204,24807937,24808139,2.00E-89,331,204,7,61.48,3
RosBREED_snp_tart_cherry_a_Pp7_21146967,HiC_scaffold_20,95.65,207,5,3,1,204,25124907,25125112,7.00E-89,329,204,7,65.67,3
RosBREED_snp_tart_cherry_a_Pp7_21146967,HiC_scaffold_19,95.85,193,7,1,12,204,26238612,26238803,3.00E-83,311,204,7,65.67,3
RosBREED_snp_tart_cherry_a_Pp7_21146967,HiC_scaffold_21,95.59,204,8,1,1,204,26823935,26824137,9.00E-88,326,204,7,65.67,3
RosBREED_snp_tart_cherry_a_Pp7_21339701,HiC_scaffold_19,96.12,206,5,2,1,204,26480438,26480642,5.00E-90,333,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21339701,HiC_scaffold_20,94.66,206,7,3,1,204,25351533,25351736,5.00E-85,316,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21339701,HiC_scaffold_21,96.12,206,5,2,1,204,27028995,27029199,5.00E-90,333,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21450589,HiC_scaffold_21,94.09,203,8,3,5,204,27153591,27153792,1.00E-81,305,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21450589,HiC_scaffold_20,93.63,204,7,6,5,204,25479570,25479771,6.00E-80,300,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21450589,HiC_scaffold_19,95.14,185,5,4,20,201,26632117,26632300,1.00E-76,289,204,7,67.29,3
RosBREED_snp_tart_cherry_a_Pp7_21545000,HiC_scaffold_19,96.65,179,4,2,27,204,26735759,26735936,7.00E-79,296,204,7,67.32,1
RosBREED_snp_tart_cherry_a_Pp7_22136374,HiC_scaffold_21,97.06,204,5,1,1,204,27834952,27835154,9.00E-93,342,204,7,68.52,3
RosBREED_snp_tart_cherry_a_Pp7_22136374,HiC_scaffold_19,95.65,207,6,3,1,204,27438458,27438664,7.00E-89,329,204,7,68.52,3
RosBREED_snp_tart_cherry_a_Pp7_22365703,HiC_scaffold_20,98.04,204,3,1,1,204,26297237,26297439,4.00E-96,353,204,7,69.25,3
RosBREED_snp_tart_cherry_a_Pp7_22365703,HiC_scaffold_19,96.57,204,6,1,1,204,27692935,27693137,4.00E-91,337,204,7,69.25,3
RosBREED_snp_tart_cherry_a_Pp7_22365703,HiC_scaffold_21,98.53,204,2,1,1,204,28055256,28055458,9.00E-98,359,204,7,69.25,3
RosBREED_snp_tart_cherry_a_Pp8_00291665,HiC_scaffold_24,97.52,202,4,1,3,204,343445,343645,3.00E-93,344,204,8,2.03,4
RosBREED_snp_tart_cherry_a_Pp8_00291665,HiC_scaffold_22,97.52,202,4,1,3,204,249812,250012,3.00E-93,344,204,8,2.03,4
RosBREED_snp_tart_cherry_a_Pp8_00291665,HiC_scaffold_23,96.5,200,6,1,5,204,333864,334062,7.00E-89,329,204,8,2.03,4
RosBREED_snp_tart_cherry_a_Pp8_00479637,HiC_scaffold_24,94.18,189,7,2,1,189,571699,571883,2.00E-75,285,204,8,2.78,3
RosBREED_snp_tart_cherry_a_Pp8_00479637,HiC_scaffold_22,95.77,189,4,4,1,189,562278,562462,2.00E-80,302,204,8,2.78,3
RosBREED_snp_tart_cherry_a_Pp8_00479637,HiC_scaffold_23,95.77,189,4,4,1,189,558209,558393,2.00E-80,302,204,8,2.78,3
RosBREED_snp_tart_cherry_a_Pp8_00831811,HiC_scaffold_24,96.08,204,6,2,1,204,1325421,1325622,2.00E-89,331,204,8,3.44,2
RosBREED_snp_tart_cherry_a_Pp8_00831811,HiC_scaffold_23,91.05,190,8,5,18,204,1044420,1044603,2.00E-64,248,204,8,3.44,2
RosBREED_snp_tart_cherry_a_Pp8_01778533,HiC_scaffold_23,95.63,206,6,2,1,204,1969677,1969881,3.00E-88,327,204,8,7.96,3
RosBREED_snp_tart_cherry_a_Pp8_01778533,HiC_scaffold_22,96.12,206,5,2,1,204,1696949,1697153,5.00E-90,333,204,8,7.96,3
RosBREED_snp_tart_cherry_a_Pp8_06458557,HiC_scaffold_22,94.15,205,8,2,3,204,7759879,7760082,9.00E-83,309,204,8,23.04,3
RosBREED_snp_tart_cherry_a_Pp8_06458557,HiC_scaffold_23,98.98,196,1,1,9,204,8151112,8151306,5.00E-95,350,204,8,23.04,3
RosBREED_snp_tart_cherry_a_Pp8_07868904,HiC_scaffold_23,94.53,201,10,1,4,204,11237298,11237099,9.00E-83,309,204,8,25.68,2
RosBREED_snp_tart_cherry_a_Pp8_07868904,HiC_scaffold_22,94.03,201,11,1,4,204,10211022,10210823,4.00E-81,303,204,8,25.68,2
RosBREED_snp_tart_cherry_a_Pp8_09616297,HiC_scaffold_24,95.65,207,5,2,1,204,12398724,12398929,7.00E-89,329,204,8,23.04,3
RosBREED_snp_tart_cherry_a_Pp8_09616297,HiC_scaffold_23,96.14,207,4,2,1,204,8988284,8988079,2.00E-90,335,204,8,23.04,3
RosBREED_snp_tart_cherry_a_Pp8_13401720,HiC_scaffold_23,95.59,204,8,1,1,204,15922551,15922753,9.00E-88,326,204,8,38.83,2
RosBREED_snp_tart_cherry_a_Pp8_13401720,HiC_scaffold_24,95.1,204,9,1,1,204,15014133,15014335,4.00E-86,320,204,8,38.83,2
RosBREED_snp_tart_cherry_a_Pp8_14291028,HiC_scaffold_24,95.05,202,5,2,1,202,16077012,16077208,7.00E-84,313,204,8,42.29,3
RosBREED_snp_tart_cherry_a_Pp8_14291028,HiC_scaffold_22,97.06,204,1,2,1,204,13453712,13453910,1.00E-91,339,204,8,42.29,3
RosBREED_snp_tart_cherry_a_Pp8_14291028,HiC_scaffold_23,96.08,204,3,2,1,204,16985811,16986009,3.00E-88,327,204,8,42.29,3
RosBREED_snp_tart_cherry_a_Pp8_15186772,HiC_scaffold_23,93.83,162,8,2,41,202,17409561,17409720,9.00E-63,243,204,8,51.02,3
RosBREED_snp_tart_cherry_a_Pp8_15186772,HiC_scaffold_24,98.04,204,3,1,1,204,17181417,17181619,4.00E-96,353,204,8,51.02,3
RosBREED_snp_tart_cherry_a_Pp8_15679725,HiC_scaffold_24,95.17,207,6,3,1,204,18030072,18030277,3.00E-87,324,204,8,51.45,3
RosBREED_snp_tart_cherry_a_Pp8_15679725,HiC_scaffold_23,95.17,207,6,3,1,204,18179915,18180120,3.00E-87,324,204,8,51.45,3
RosBREED_snp_tart_cherry_a_Pp8_15679725,HiC_scaffold_22,95.15,206,7,2,1,204,15641940,15642144,1.00E-86,322,204,8,51.45,3
RosBREED_snp_tart_cherry_a_Pp8_16648121,HiC_scaffold_22,98.04,204,3,1,1,204,17108043,17108245,4.00E-96,353,204,8,56.4,3
RosBREED_snp_tart_cherry_a_Pp8_16648121,HiC_scaffold_23,97.06,204,5,1,1,204,19401609,19401811,9.00E-93,342,204,8,56.4,3
RosBREED_snp_tart_cherry_a_Pp8_16648121,HiC_scaffold_24,96.08,204,2,2,1,204,19209072,19209269,3.00E-88,327,204,8,56.4,3
RosBREED_snp_tart_cherry_a_Pp8_16984645,HiC_scaffold_22,95.98,199,4,3,1,197,17417285,17417481,4.00E-86,320,204,8,58.48,3
RosBREED_snp_tart_cherry_a_Pp8_16984645,HiC_scaffold_24,96.98,199,3,2,1,197,19540896,19541093,2.00E-89,331,204,8,58.48,3
RosBREED_snp_tart_cherry_a_Pp8_16984645,HiC_scaffold_23,94.47,199,6,3,3,197,19653628,19653825,2.00E-80,302,204,8,58.48,3
RosBREED_snp_tart_cherry_a_Pp8_17065642,HiC_scaffold_23,96.57,204,4,3,1,203,19744513,19744714,2.00E-90,335,204,8,58.85,3
RosBREED_snp_tart_cherry_a_Pp8_17065642,HiC_scaffold_22,96.24,186,6,1,19,204,17522762,17522946,4.00E-81,303,204,8,58.85,3
RosBREED_snp_tart_cherry_a_Pp8_17065642,HiC_scaffold_24,95.7,186,7,1,19,204,19635932,19636116,2.00E-79,298,204,8,58.85,3
RosBREED_snp_tart_cherry_a_Pp8_17365629,HiC_scaffold_22,96.41,195,6,1,1,195,17822697,17822890,4.00E-86,320,204,8,60.23,2
RosBREED_snp_tart_cherry_a_Pp8_17365629,HiC_scaffold_24,97.5,200,4,1,1,200,20343016,20343214,3.00E-92,340,204,8,60.23,2
RosBREED_snp_tart_cherry_a_Pp8_18173985,HiC_scaffold_22,98.04,204,3,1,1,204,18751833,18752035,4.00E-96,353,204,8,61.72,2
RosBREED_snp_tart_cherry_a_Pp8_18173985,HiC_scaffold_24,98.04,204,3,1,1,204,21489543,21489745,4.00E-96,353,204,8,61.72,2
RosBREED_snp_tart_cherry_a_Pp8_18264012,HiC_scaffold_23,98.53,204,2,1,1,204,19910873,19911075,9.00E-98,359,204,8,61.75,3
RosBREED_snp_tart_cherry_a_Pp8_18264012,HiC_scaffold_22,98.04,204,3,1,1,204,18845202,18845404,4.00E-96,353,204,8,61.75,3
RosBREED_snp_tart_cherry_a_Pp8_18264012,HiC_scaffold_24,97.06,204,5,1,1,204,21652913,21653115,9.00E-93,342,204,8,61.75,3
RosBREED_snp_tart_cherry_a_Pp8_18675158,HiC_scaffold_24,97.51,201,4,1,1,201,22225038,22225237,9.00E-93,342,204,8,61.88,2
RosBREED_snp_tart_cherry_a_Pp8_18675158,HiC_scaffold_22,98.04,204,3,1,1,204,19771855,19771653,4.00E-96,353,204,8,61.88,2
RosBREED_snp_tart_cherry_a_Pp8_19288043,HiC_scaffold_24,99.02,204,1,1,1,204,23007466,23007668,2.00E-99,364,204,8,62.08,3
RosBREED_snp_tart_cherry_a_Pp8_19288043,HiC_scaffold_23,99.01,203,1,1,2,204,21135214,21135415,7.00E-99,363,204,8,62.08,3
RosBREED_snp_tart_cherry_a_Pp8_19288043,HiC_scaffold_22,99.02,204,1,1,1,204,20625900,20626102,2.00E-99,364,204,8,62.08,3
RosBREED_snp_tart_cherry_a_Pp8_19549753,HiC_scaffold_23,98.04,204,3,1,1,204,21526816,21527018,4.00E-96,353,204,8,62.16,3
RosBREED_snp_tart_cherry_a_Pp8_19549753,HiC_scaffold_22,98.04,204,3,1,1,204,20934226,20934428,4.00E-96,353,204,8,62.16,3
RosBREED_snp_tart_cherry_a_Pp8_19549753,HiC_scaffold_24,97.56,205,3,2,1,204,23335286,23335489,5.00E-95,350,204,8,62.16,3
RosBREED_snp_tart_cherry_a_Pp8_20390279,HiC_scaffold_24,95.17,207,3,5,4,204,24291721,24291926,4.00E-86,320,204,8,64.41,2
RosBREED_snp_tart_cherry_a_Pp8_20499941,HiC_scaffold_24,95.1,204,4,5,1,199,24368999,24368797,5.00E-85,316,204,8,64.86,2
RosBREED_snp_tart_cherry_a_Pp8_20499941,HiC_scaffold_22,95.5,200,4,3,1,199,22030273,22030468,2.00E-84,315,204,8,64.86,2
RosBREED_snp_tart_cherry_a_Pp8_20929390,HiC_scaffold_23,97.55,204,4,1,1,204,22784747,22784949,2.00E-94,348,204,8,66.05,3
RosBREED_snp_tart_cherry_a_Pp8_20929390,HiC_scaffold_24,97.06,204,5,1,1,204,24822839,24823041,9.00E-93,342,204,8,66.05,3
RosBREED_snp_tart_cherry_a_Pp8_20929390,HiC_scaffold_22,97.06,204,5,1,1,204,22465014,22465216,9.00E-93,342,204,8,66.05,3
RosBREED_snp_tart_cherry_a_Pp8_21393937,HiC_scaffold_22,94.63,205,8,3,1,204,22891467,22891669,2.00E-84,315,204,8,67.13,2
RosBREED_snp_tart_cherry_a_Pp8_21393937,HiC_scaffold_24,95.59,204,7,2,1,204,25235171,25235372,9.00E-88,326,204,8,67.13,2
RosBREED_snp_tart_cherry_a_Pp8_21626039,HiC_scaffold_23,92.42,198,3,4,15,201,23221111,23221307,1.00E-71,272,204,8,68.97,3
RosBREED_snp_tart_cherry_a_Pp8_21626039,HiC_scaffold_22,95.53,179,4,2,15,190,23093860,23094037,6.00E-75,283,204,8,68.97,3
RosBREED_snp_tart_cherry_f_Pp1_00051332,HiC_scaffold_2,97.01,201,5,1,1,201,14962,15161,4.00E-91,337,204,1,0,1
RosBREED_snp_tart_cherry_f_Pp1_00343932,HiC_scaffold_2,92.16,204,13,3,1,204,330547,330747,2.00E-75,285,204,1,0,1
RosBREED_snp_tart_cherry_f_Pp1_00687892,HiC_scaffold_2,97.55,204,4,1,1,204,755090,755292,2.00E-94,348,204,1,4.04,1
RosBREED_snp_tart_cherry_f_Pp1_01919153,HiC_scaffold_3,99.02,204,1,1,1,204,1614063,1614265,2.00E-99,364,204,1,7.63,3
RosBREED_snp_tart_cherry_f_Pp1_01919153,HiC_scaffold_2,98.04,204,2,2,1,204,1900570,1900771,4.00E-96,353,204,1,7.63,3
RosBREED_snp_tart_cherry_f_Pp1_01919153,HiC_scaffold_1,99.02,204,1,1,1,204,1228659,1228861,2.00E-99,364,204,1,7.63,3
RosBREED_snp_tart_cherry_f_Pp1_02216916,HiC_scaffold_2,98.33,180,2,1,25,204,2283872,2284050,2.00E-84,315,204,1,8.94,3
RosBREED_snp_tart_cherry_f_Pp1_02216916,HiC_scaffold_3,98.89,180,1,1,25,204,1896328,1896506,4.00E-86,320,204,1,8.94,3
RosBREED_snp_tart_cherry_f_Pp1_02216916,HiC_scaffold_1,97.78,180,3,1,25,204,1633196,1633374,9.00E-83,309,204,1,8.94,3
RosBREED_snp_tart_cherry_f_Pp1_02849097,HiC_scaffold_3,98.51,202,2,1,3,204,2729416,2729616,1.00E-96,355,204,1,10.44,3
RosBREED_snp_tart_cherry_f_Pp1_02849097,HiC_scaffold_1,99.51,204,0,1,1,204,2288348,2288550,4.00E-101,370,204,1,10.44,3
RosBREED_snp_tart_cherry_f_Pp1_02849097,HiC_scaffold_2,98.53,204,2,1,1,204,2963466,2963668,9.00E-98,359,204,1,10.44,3
RosBREED_snp_tart_cherry_f_Pp1_04273763,HiC_scaffold_3,97.41,193,2,3,14,204,4152530,4152721,9.00E-88,326,204,1,11.36,3
RosBREED_snp_tart_cherry_f_Pp1_04273763,HiC_scaffold_2,96.59,205,3,4,1,204,4540554,4540755,4.00E-91,337,204,1,11.36,3
RosBREED_snp_tart_cherry_f_Pp1_04273763,HiC_scaffold_1,96.08,204,4,4,1,204,3974911,3975110,7.00E-89,329,204,1,11.36,3
RosBREED_snp_tart_cherry_f_Pp1_04910966,HiC_scaffold_3,97.03,202,5,1,1,202,4688507,4688307,1.00E-91,339,204,1,11.81,3
RosBREED_snp_tart_cherry_f_Pp1_04910966,HiC_scaffold_2,95.41,196,7,2,1,196,5164469,5164276,3.00E-83,311,204,1,11.81,3
RosBREED_snp_tart_cherry_f_Pp1_04910966,HiC_scaffold_1,97.45,196,4,1,1,196,4609857,4609663,5.00E-90,333,204,1,11.81,3
RosBREED_snp_tart_cherry_f_Pp1_05010822,HiC_scaffold_1,95.1,204,9,1,1,204,4529670,4529468,4.00E-86,320,204,1,11.74,3
RosBREED_snp_tart_cherry_f_Pp1_05010822,HiC_scaffold_2,97.06,204,5,1,1,204,5087156,5086954,9.00E-93,342,204,1,11.74,3
RosBREED_snp_tart_cherry_f_Pp1_05010822,HiC_scaffold_3,98.53,204,2,1,1,204,4598366,4598164,9.00E-98,359,204,1,11.74,3
RosBREED_snp_tart_cherry_f_Pp1_05383904,HiC_scaffold_2,96.57,204,6,1,1,204,4714913,4714711,4.00E-91,337,204,1,11.5,3
RosBREED_snp_tart_cherry_f_Pp1_05383904,HiC_scaffold_1,96.57,204,5,2,1,204,4153598,4153397,4.00E-91,337,204,1,11.5,3
RosBREED_snp_tart_cherry_f_Pp1_05383904,HiC_scaffold_3,97.55,204,4,1,1,204,4304538,4304336,2.00E-94,348,204,1,11.5,3
RosBREED_snp_tart_cherry_f_Pp1_05993141,HiC_scaffold_1,96.08,204,7,1,1,204,6217455,6217657,2.00E-89,331,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_05993141,HiC_scaffold_2,95.59,204,8,1,1,204,6938866,6939068,9.00E-88,326,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_05993141,HiC_scaffold_3,96.08,204,7,1,1,204,6128382,6128584,2.00E-89,331,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06110448,HiC_scaffold_1,98.53,204,2,1,1,204,6405433,6405635,9.00E-98,359,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06110448,HiC_scaffold_2,97.49,199,4,1,1,199,7066515,7066712,1.00E-91,339,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06110448,HiC_scaffold_3,99.02,204,1,1,1,204,6256927,6257129,2.00E-99,364,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06454359,HiC_scaffold_3,96.08,204,7,1,1,204,6517661,6517863,2.00E-89,331,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06454359,HiC_scaffold_2,95.59,204,8,1,1,204,7343867,7344069,9.00E-88,326,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_06454359,HiC_scaffold_1,97.55,204,4,1,1,204,6750478,6750680,2.00E-94,348,204,1,13.53,3
RosBREED_snp_tart_cherry_f_Pp1_07328179,HiC_scaffold_3,98.04,204,3,1,1,204,7370399,7370601,4.00E-96,353,204,1,17.77,3
RosBREED_snp_tart_cherry_f_Pp1_07328179,HiC_scaffold_1,98.04,204,3,1,1,204,7715813,7716015,4.00E-96,353,204,1,17.77,3
RosBREED_snp_tart_cherry_f_Pp1_07328179,HiC_scaffold_2,97.55,204,4,1,1,204,8083504,8083706,2.00E-94,348,204,1,17.77,3
RosBREED_snp_tart_cherry_f_Pp1_07604342,HiC_scaffold_2,96.04,202,6,2,1,201,8387497,8387697,3.00E-88,327,204,1,18.19,3
RosBREED_snp_tart_cherry_f_Pp1_07604342,HiC_scaffold_3,97.54,203,4,1,1,203,7631201,7631402,7.00E-94,346,204,1,18.19,3
RosBREED_snp_tart_cherry_f_Pp1_07604342,HiC_scaffold_1,97.54,203,4,1,1,203,8057882,8058083,7.00E-94,346,204,1,18.19,3
RosBREED_snp_tart_cherry_f_Pp1_08290152,HiC_scaffold_1,94.61,204,6,4,1,204,8851959,8852157,3.00E-83,311,204,1,22.02,3
RosBREED_snp_tart_cherry_f_Pp1_08290152,HiC_scaffold_2,96.57,204,3,3,1,204,9319246,9319445,2.00E-90,335,204,1,22.02,3
RosBREED_snp_tart_cherry_f_Pp1_08290152,HiC_scaffold_3,95.59,204,7,2,1,204,8434425,8434626,9.00E-88,326,204,1,22.02,3
RosBREED_snp_tart_cherry_f_Pp1_08459454,HiC_scaffold_1,94.61,204,10,1,1,204,9148496,9148698,2.00E-84,315,204,1,23.29,3
RosBREED_snp_tart_cherry_f_Pp1_08459454,HiC_scaffold_3,97.55,204,4,1,1,204,8670442,8670644,2.00E-94,348,204,1,23.29,3
RosBREED_snp_tart_cherry_f_Pp1_08459454,HiC_scaffold_2,96.08,204,6,2,1,204,9504159,9504360,2.00E-89,331,204,1,23.29,3
RosBREED_snp_tart_cherry_f_Pp1_10061954,HiC_scaffold_3,98.06,206,1,2,1,204,10429493,10429697,1.00E-96,355,204,1,31.53,3
RosBREED_snp_tart_cherry_f_Pp1_10061954,HiC_scaffold_1,97.09,206,3,2,1,204,11041588,11041792,3.00E-93,344,204,1,31.53,3
RosBREED_snp_tart_cherry_f_Pp1_10061954,HiC_scaffold_2,95.63,206,6,2,1,204,11409004,11409208,3.00E-88,327,204,1,31.53,3
RosBREED_snp_tart_cherry_f_Pp1_11657773,HiC_scaffold_3,94.66,206,7,3,1,203,12256012,12256216,5.00E-85,316,204,1,42.42,3
RosBREED_snp_tart_cherry_f_Pp1_12787120,HiC_scaffold_1,94.2,207,8,4,1,204,14698432,14698637,7.00E-84,313,204,1,43.08,3
RosBREED_snp_tart_cherry_f_Pp1_12787120,HiC_scaffold_2,94.66,206,8,3,1,204,14548081,14548285,5.00E-85,316,204,1,43.08,3
RosBREED_snp_tart_cherry_f_Pp1_12787120,HiC_scaffold_3,95.1,204,8,2,1,204,12787336,12787537,4.00E-86,320,204,1,43.08,3
RosBREED_snp_tart_cherry_f_Pp1_12871785,HiC_scaffold_3,96.08,204,7,1,1,204,12859858,12860060,2.00E-89,331,204,1,43.13,3
RosBREED_snp_tart_cherry_f_Pp1_12871785,HiC_scaffold_1,96.08,204,7,1,1,204,14778675,14778877,2.00E-89,331,204,1,43.13,3
RosBREED_snp_tart_cherry_f_Pp1_12871785,HiC_scaffold_2,94.61,204,10,1,1,204,14656215,14656417,2.00E-84,315,204,1,43.13,3
RosBREED_snp_tart_cherry_f_Pp1_13763404,HiC_scaffold_2,96.52,201,4,2,1,201,16139928,16140125,7.00E-89,329,204,1,43.97,3
RosBREED_snp_tart_cherry_f_Pp1_13763404,HiC_scaffold_1,96.55,203,4,2,1,203,16394679,16394878,5.00E-90,333,204,1,43.97,3
RosBREED_snp_tart_cherry_f_Pp1_13763404,HiC_scaffold_3,97.51,201,2,2,1,201,14656645,14656842,3.00E-92,340,204,1,43.97,3
RosBREED_snp_tart_cherry_f_Pp1_19065058,HiC_scaffold_1,97.56,205,4,1,1,204,21439819,21440023,5.00E-95,350,204,1,49.17,3
RosBREED_snp_tart_cherry_f_Pp1_19065058,HiC_scaffold_3,97.55,204,4,1,1,204,19636172,19636374,2.00E-94,348,204,1,49.17,3
RosBREED_snp_tart_cherry_f_Pp1_19065058,HiC_scaffold_2,94.12,204,7,2,2,204,21534593,21534792,1.00E-81,305,204,1,49.17,3
RosBREED_snp_tart_cherry_f_Pp1_22025627,HiC_scaffold_1,99.02,204,1,1,1,204,26084757,26084959,2.00E-99,364,204,1,51.66,3
RosBREED_snp_tart_cherry_f_Pp1_22025627,HiC_scaffold_3,99.02,204,1,1,1,204,24162086,24162288,2.00E-99,364,204,1,51.66,3
RosBREED_snp_tart_cherry_f_Pp1_22025627,HiC_scaffold_2,98.04,204,3,1,1,204,24943053,24943255,4.00E-96,353,204,1,51.66,3
RosBREED_snp_tart_cherry_f_Pp1_22351716,HiC_scaffold_1,97.51,201,4,1,1,201,26336877,26337076,9.00E-93,342,204,1,51.95,3
RosBREED_snp_tart_cherry_f_Pp1_22351716,HiC_scaffold_2,97.51,201,4,1,1,201,25113143,25113342,9.00E-93,342,204,1,51.95,3
RosBREED_snp_tart_cherry_f_Pp1_22351716,HiC_scaffold_3,97.99,199,3,1,3,201,24386640,24386837,3.00E-93,344,204,1,51.95,3
RosBREED_snp_tart_cherry_f_Pp1_22682218,HiC_scaffold_3,96.47,170,2,3,1,170,24716986,24717151,3.00E-73,278,204,1,52.24,4
RosBREED_snp_tart_cherry_f_Pp1_22682218,HiC_scaffold_2,95.03,181,4,3,1,181,25521714,25521889,7.00E-74,279,204,1,52.24,4
RosBREED_snp_tart_cherry_f_Pp1_22682218,HiC_scaffold_1,97.54,203,4,1,1,203,26766566,26766767,7.00E-94,346,204,1,52.24,4
RosBREED_snp_tart_cherry_f_Pp1_24086895,HiC_scaffold_1,96.55,203,6,1,1,203,28174358,28174559,2.00E-90,335,204,1,53.47,4
RosBREED_snp_tart_cherry_f_Pp1_24086895,HiC_scaffold_3,98.03,203,3,1,1,203,26129867,26130068,2.00E-95,351,204,1,53.47,4
RosBREED_snp_tart_cherry_f_Pp1_24086895,HiC_scaffold_2,94.58,203,10,1,1,203,26689309,26689510,7.00E-84,313,204,1,53.47,4
RosBREED_snp_tart_cherry_f_Pp1_24432513,HiC_scaffold_3,95.31,192,5,3,13,204,26484543,26484730,2.00E-80,302,204,1,55.91,3
RosBREED_snp_tart_cherry_f_Pp1_24432513,HiC_scaffold_1,95.85,193,6,2,12,204,28575705,28575895,3.00E-83,311,204,1,55.91,3
RosBREED_snp_tart_cherry_f_Pp1_24432513,HiC_scaffold_2,95.88,194,5,2,11,204,27278743,27278933,3.00E-83,311,204,1,55.91,3
RosBREED_snp_tart_cherry_f_Pp1_24490044,HiC_scaffold_3,97.06,204,5,1,1,204,26528584,26528786,9.00E-93,342,204,1,59.7,3
RosBREED_snp_tart_cherry_f_Pp1_24490044,HiC_scaffold_2,96.59,205,5,2,1,204,27408735,27408938,1.00E-91,339,204,1,59.7,3
RosBREED_snp_tart_cherry_f_Pp1_24490044,HiC_scaffold_1,96.08,204,5,2,1,204,28644380,28644580,7.00E-89,329,204,1,59.7,3
RosBREED_snp_tart_cherry_f_Pp1_24965573,HiC_scaffold_2,94.5,200,3,2,5,204,29756934,29756743,2.00E-80,302,204,1,67.11,3
RosBREED_snp_tart_cherry_f_Pp1_24965573,HiC_scaffold_3,95,200,9,1,5,204,26963595,26963793,7.00E-84,313,204,1,67.11,3
RosBREED_snp_tart_cherry_f_Pp1_24965573,HiC_scaffold_1,94.5,200,8,2,5,204,29113094,29113290,1.00E-81,305,204,1,67.11,3
RosBREED_snp_tart_cherry_f_Pp1_25143168,HiC_scaffold_1,97.55,204,3,2,1,204,29332103,29332304,2.00E-94,348,204,1,67.92,3
RosBREED_snp_tart_cherry_f_Pp1_25143168,HiC_scaffold_2,98.53,204,2,1,1,204,29577517,29577315,9.00E-98,359,204,1,67.92,3
RosBREED_snp_tart_cherry_f_Pp1_25143168,HiC_scaffold_3,98.04,204,3,1,1,204,27178132,27178334,4.00E-96,353,204,1,67.92,3
RosBREED_snp_tart_cherry_f_Pp1_25779069,HiC_scaffold_3,99.02,204,1,1,1,204,27859297,27859499,2.00E-99,364,204,1,70.81,3
RosBREED_snp_tart_cherry_f_Pp1_25779069,HiC_scaffold_2,98.53,204,2,1,1,204,28778489,28778287,9.00E-98,359,204,1,70.81,3
RosBREED_snp_tart_cherry_f_Pp1_25779069,HiC_scaffold_1,97.55,204,4,1,1,204,30108978,30109180,2.00E-94,348,204,1,70.81,3
RosBREED_snp_tart_cherry_f_Pp1_25918842,HiC_scaffold_2,98.53,204,2,1,1,204,28639533,28639331,9.00E-98,359,204,1,71.44,3
RosBREED_snp_tart_cherry_f_Pp1_25918842,HiC_scaffold_1,97.54,203,4,1,1,203,30241616,30241817,7.00E-94,346,204,1,71.44,3
RosBREED_snp_tart_cherry_f_Pp1_25918842,HiC_scaffold_3,99.02,204,1,1,1,204,27975315,27975517,2.00E-99,364,204,1,71.44,3
RosBREED_snp_tart_cherry_f_Pp1_26126065,HiC_scaffold_1,98.04,204,3,1,1,204,30560525,30560727,4.00E-96,353,204,1,73.14,3
RosBREED_snp_tart_cherry_f_Pp1_26126065,HiC_scaffold_2,98.04,204,2,2,1,204,28335170,28334969,4.00E-96,353,204,1,73.14,3
RosBREED_snp_tart_cherry_f_Pp1_26126065,HiC_scaffold_3,98.04,204,3,1,1,204,28262446,28262648,4.00E-96,353,204,1,73.14,3
RosBREED_snp_tart_cherry_f_Pp1_26283430,HiC_scaffold_3,97.09,206,3,2,1,204,28519686,28519890,3.00E-93,344,204,1,74.69,3
RosBREED_snp_tart_cherry_f_Pp1_26283430,HiC_scaffold_1,96.57,204,4,2,1,202,30737276,30737478,2.00E-90,335,204,1,74.69,3
RosBREED_snp_tart_cherry_f_Pp1_26283430,HiC_scaffold_2,97.09,206,3,2,1,204,28140518,28140314,3.00E-93,344,204,1,74.69,3
RosBREED_snp_tart_cherry_f_Pp1_26539270,HiC_scaffold_2,98.53,204,1,2,1,204,29964174,29964375,9.00E-98,359,204,1,75.32,3
RosBREED_snp_tart_cherry_f_Pp1_26539270,HiC_scaffold_3,99.02,204,1,1,1,204,28817894,28818096,2.00E-99,364,204,1,75.32,3
