Pcer_004238-RA Pfrut_003312-RA
Pcer_024565-RA Pfrut_006809-RA
Pcer_024575-RA Pfrut_006781-RA
Pcer_060865-RA Pfrut_065929-RA
Pcer_024471-RA Pfrut_093655-RA
Pcer_024513-RA Pfrut_036912-RA
Pcer_024579-RA Pfrut_006771-RA
Pcer_024582-RA FUN_033774-T1
Pcer_017316-RA Pfrut_016620-RA
Pcer_024562-RA Pfrut_006813-RA
Pcer_060994-RA Pfrut_011220-RA
Pcer_001366-RA Pfrut_014875-RA
Pcer_001492-RA Pfrut_032807-RA
Pcer_001487-RA Pfrut_032811-RA
Pcer_001510-RA Pfrut_059971-RA
Pcer_001364-RA Pfrut_014877-RA
Pcer_001498-RA Pfrut_032802-RA
Pcer_001512-RA Pfrut_059973-RA
Pcer_001365-RA Pfrut_014876-RA
Pcer_001501-RA Pfrut_014753-RA
Pcer_061572-RA FUN_038072-T1
Pcer_053775-RA Pfrut_062199-RA
Pcer_024964-RA Pfrut_024352-RA
Pcer_001367-RA Pfrut_014874-RA
Pcer_016688-RA Pfrut_053368-RA
Pcer_016646-RA Pfrut_053416-RA
Pcer_016724-RA Pfrut_053331-RA
Pcer_016713-RA Pfrut_053344-RA
Pcer_053731-RA Pfrut_088002-RA
Pcer_016692-RA Pfrut_053364-RA
Pcer_016721-RA Pfrut_053333-RA
Pcer_000476-RA Pfrut_049913-RA
Pcer_016687-RA Pfrut_053369-RA
Pcer_073262-RA Pfrut_054887-RA
Pcer_073261-RA Pfrut_054888-RA
Pcer_073813-RA Pfrut_036621-RA
Pcer_073194-RA Pfrut_054965-RA
Pcer_073264-RA Pfrut_004712-RA
Pcer_073438-RA Pfrut_065597-RA
Pcer_004476-RA Pfrut_034176-RA
Pcer_073295-RA Pfrut_054849-RA
Pcer_093884-RA Pfrut_037069-RA
Pcer_037514-RA Pfrut_051884-RA
Pcer_093882-RA Pfrut_005223-RA
Pcer_024276-RA Pfrut_093861-RA
Pcer_093875-RA Pfrut_037077-RA
Pcer_073293-RA Pfrut_054851-RA
Pcer_093873-RA Pfrut_037079-RA
Pcer_093879-RA Pfrut_037073-RA
Pcer_093877-RA Pfrut_037075-RA
Pcer_016035-RA Pfrut_031109-RA
Pcer_073112-RA Pfrut_055077-RA
Pcer_023520-RA Pfrut_037690-RA
Pcer_037649-RA Pfrut_051731-RA
Pcer_025570-RA Pfrut_097852-RA
Pcer_037650-RA Pfrut_051729-RA
Pcer_037652-RA Pfrut_051728-RA
Pcer_093164-RA Pfrut_073905-RA
Pcer_053883-RA Pfrut_052973-RA
Pcer_092610-RA FUN_013995-T1
Pcer_017431-RA Pfrut_036838-RA
Pcer_061157-RA Pfrut_013059-RA
Pcer_016971-RA Pfrut_024886-RA
Pcer_025562-RA Pfrut_097843-RA
Pcer_073409-RA Pfrut_055969-RA
Pcer_073428-RA Pfrut_017546-RA
Pcer_053714-RA Pfrut_068503-RA
Pcer_017196-RA Pfrut_039969-RA
Pcer_017221-RA Pfrut_039997-RA
Pcer_017180-RA Pfrut_039952-RA
Pcer_017149-RA Pfrut_070053-RA
Pcer_017145-RA Pfrut_070059-RA
Pcer_017212-RA Pfrut_039988-RA
Pcer_017239-RA Pfrut_040020-RA
Pcer_073875-RA FUN_040017-T1
Pcer_017226-RA Pfrut_040003-RA
Pcer_073161-RA FUN_008591-T1
Pcer_073138-RA Pfrut_055012-RA
Pcer_002726-RA Pfrut_086906-RA
Pcer_002770-RA Pfrut_027274-RA
Pcer_053561-RA Pfrut_017890-RA
Pcer_002768-RA Pfrut_027272-RA
Pcer_002727-RA Pfrut_086908-RA
Pcer_002769-RA Pfrut_027273-RA
Pcer_073334-RA Pfrut_017658-RA
Pcer_017224-RA Pfrut_040000-RA
Pcer_073865-RA Pfrut_036686-RA
Pcer_073867-RA Pfrut_036689-RA
Pcer_017177-RA Pfrut_039948-RA
Pcer_073869-RA Pfrut_036692-RA
Pcer_073707-RA FUN_040015-T1
Pcer_037889-RA Pfrut_000192-RA
Pcer_037880-RA Pfrut_000178-RA
Pcer_037886-RA Pfrut_000188-RA
Pcer_037890-RA Pfrut_000194-RA
Pcer_037887-RA Pfrut_000190-RA
Pcer_092160-RA Pfrut_079941-RA
Pcer_037871-RA Pfrut_000163-RA
Pcer_018577-RA Pfrut_011476-RA
Pcer_018287-RA Pfrut_011803-RA
Pcer_018292-RA Pfrut_011797-RA
Pcer_018575-RA Pfrut_011477-RA
Pcer_001851-RA Pfrut_014338-RA
Pcer_000557-RA Pfrut_031813-RA
Pcer_018291-RA Pfrut_011798-RA
Pcer_018573-RA Pfrut_011480-RA
Pcer_061010-RA Pfrut_079165-RA
Pcer_018289-RA Pfrut_011801-RA
Pcer_073197-RA Pfrut_054959-RA
Pcer_060982-RA Pfrut_079127-RA
Pcer_074802-RA Pfrut_062863-RA
Pcer_074790-RA Pfrut_059206-RA
Pcer_060983-RA Pfrut_079128-RA
Pcer_074813-RA Pfrut_062876-RA
Pcer_074811-RA Pfrut_062872-RA
Pcer_073495-RA FUN_039941-T1
Pcer_004885-RA Pfrut_067376-RA
Pcer_025258-RA FUN_040287-T1
Pcer_017868-RA Pfrut_101703-RA
Pcer_017861-RA Pfrut_101713-RA
Pcer_025536-RA Pfrut_016645-RA
Pcer_025190-RA FUN_034416-T1
Pcer_073589-RA Pfrut_015927-RA
Pcer_023425-RA Pfrut_030051-RA
Pcer_092340-RA Pfrut_029669-RA
Pcer_092995-RA Pfrut_092632-RA
Pcer_039246-RA Pfrut_001608-RA
Pcer_001763-RA Pfrut_014442-RA
Pcer_001388-RA Pfrut_014865-RA
Pcer_001441-RA Pfrut_014807-RA
Pcer_001404-RA Pfrut_014847-RA
Pcer_001433-RA Pfrut_014820-RA
Pcer_001392-RA Pfrut_014859-RA
Pcer_001429-RA Pfrut_014829-RA
Pcer_001436-RA Pfrut_014815-RA
Pcer_001431-RA Pfrut_014822-RA
Pcer_060890-RA Pfrut_010223-RA
Pcer_001427-RA Pfrut_014833-RA
Pcer_060849-RA Pfrut_065947-RA
Pcer_038445-RA Pfrut_034421-RA
Pcer_003393-RA Pfrut_081785-RA
Pcer_053473-RA Pfrut_057488-RA
Pcer_053454-RA Pfrut_057500-RA
Pcer_004385-RA FUN_006359-T1
Pcer_075164-RA Pfrut_013808-RA
Pcer_093784-RA Pfrut_005309-RA
Pcer_038006-RA Pfrut_000308-RA
Pcer_093785-RA Pfrut_005308-RA
Pcer_093786-RA Pfrut_005307-RA
Pcer_093836-RA Pfrut_005268-RA
Pcer_038009-RA Pfrut_000314-RA
Pcer_024501-RA Pfrut_093621-RA
Pcer_024206-RA Pfrut_093940-RA
Pcer_017409-RA Pfrut_036807-RA
Pcer_024503-RA FUN_033609-T1
Pcer_094994-RA Pfrut_066022-RA
Pcer_073715-RA Pfrut_087800-RA
Pcer_073674-RA Pfrut_036450-RA
Pcer_093335-RA Pfrut_005859-RA
Pcer_053866-RA Pfrut_053009-RA
Pcer_073083-RA Pfrut_055050-RA
Pcer_072808-RA Pfrut_055392-RA
Pcer_004814-RA Pfrut_002707-RA
Pcer_004812-RA Pfrut_002710-RA
Pcer_004809-RA Pfrut_002712-RA
Pcer_075159-RA Pfrut_013804-RA
Pcer_075155-RA Pfrut_013801-RA
Pcer_075156-RA Pfrut_013802-RA
Pcer_075161-RA Pfrut_013805-RA
Pcer_093205-RA Pfrut_057318-RA
Pcer_093200-RA Pfrut_021158-RA
Pcer_093092-RA Pfrut_071048-RA
Pcer_000554-RA Pfrut_025146-RA
Pcer_093216-RA Pfrut_021136-RA
Pcer_093091-RA Pfrut_071047-RA
Pcer_093215-RA Pfrut_057302-RA
Pcer_075849-RA Pfrut_063895-RA
Pcer_053576-RA FUN_027452-T1
Pcer_000837-RA Pfrut_015439-RA
Pcer_000827-RA Pfrut_015449-RA
Pcer_000831-RA Pfrut_050918-RA
Pcer_092095-RA Pfrut_079871-RA
Pcer_000834-RA Pfrut_050914-RA
Pcer_000838-RA Pfrut_015437-RA
Pcer_018436-RA Pfrut_011654-RA
Pcer_093319-RA Pfrut_005877-RA
Pcer_039389-RA FUN_026244-T1
Pcer_023890-RA Pfrut_094283-RA
Pcer_023895-RA Pfrut_094274-RA
Pcer_037693-RA Pfrut_051669-RA
Pcer_001518-RA Pfrut_014734-RA
Pcer_002005-RA Pfrut_086141-RA
Pcer_072820-RA Pfrut_055378-RA
Pcer_016987-RA Pfrut_024906-RA
Pcer_016990-RA Pfrut_024909-RA
Pcer_016994-RA Pfrut_024914-RA
Pcer_016992-RA Pfrut_024912-RA
Pcer_061647-RA Pfrut_072979-RA
Pcer_073651-RA FUN_010055-T1
Pcer_016991-RA Pfrut_024911-RA
Pcer_018055-RA Pfrut_101490-RA
Pcer_018051-RA Pfrut_101494-RA
Pcer_018054-RA Pfrut_050973-RA
Pcer_016950-RA Pfrut_024856-RA
Pcer_017045-RA Pfrut_018506-RA
Pcer_017025-RA Pfrut_024955-RA
Pcer_017019-RA Pfrut_024941-RA
Pcer_017023-RA Pfrut_024951-RA
Pcer_074460-RA Pfrut_096462-RA
Pcer_074467-RA Pfrut_096468-RA
Pcer_093343-RA Pfrut_005853-RA
Pcer_074462-RA Pfrut_096463-RA
Pcer_074466-RA Pfrut_096467-RA
Pcer_074465-RA Pfrut_096466-RA
Pcer_073076-RA Pfrut_055040-RA
Pcer_016417-RA Pfrut_053659-RA
Pcer_073154-RA FUN_008576-T1
Pcer_016540-RA Pfrut_053527-RA
Pcer_061078-RA FUN_037434-T1
Pcer_000964-RA Pfrut_015309-RA
Pcer_053884-RA Pfrut_052971-RA
Pcer_037653-RA Pfrut_051727-RA
Pcer_023523-RA Pfrut_037694-RA
Pcer_025571-RA Pfrut_097854-RA
Pcer_015986-RA Pfrut_021870-RA
Pcer_015991-RA FUN_018495-T1
Pcer_024462-RA Pfrut_093667-RA
Pcer_024458-RA Pfrut_093671-RA
Pcer_024459-RA Pfrut_093670-RA
Pcer_024456-RA Pfrut_093673-RA
Pcer_024453-RA Pfrut_093675-RA
Pcer_024460-RA Pfrut_093669-RA
Pcer_024446-RA Pfrut_043940-RA
Pcer_039157-RA Pfrut_001530-RA
Pcer_074902-RA Pfrut_062968-RA
Pcer_016769-RA Pfrut_053283-RA
Pcer_016771-RA Pfrut_053279-RA
Pcer_016770-RA Pfrut_053280-RA
Pcer_016768-RA Pfrut_053284-RA
Pcer_016766-RA Pfrut_053286-RA
Pcer_016767-RA Pfrut_053285-RA
Pcer_094275-RA Pfrut_030855-RA
Pcer_024822-RA Pfrut_068566-RA
Pcer_094277-RA Pfrut_030857-RA
Pcer_061196-RA Pfrut_079351-RA
Pcer_005076-RA Pfrut_002412-RA
Pcer_075050-RA Pfrut_013684-RA
Pcer_054661-RA Pfrut_099317-RA
Pcer_015860-RA Pfrut_022005-RA
Pcer_024442-RA Pfrut_093693-RA
Pcer_024444-RA Pfrut_043943-RA
Pcer_024546-RA Pfrut_006832-RA
Pcer_024443-RA Pfrut_043944-RA
Pcer_037993-RA Pfrut_000294-RA
Pcer_024544-RA Pfrut_006838-RA
Pcer_004090-RA Pfrut_054763-RA
Pcer_075141-RA Pfrut_013792-RA
Pcer_038276-RA Pfrut_013203-RA
Pcer_075073-RA Pfrut_013707-RA
Pcer_075075-RA Pfrut_045029-RA
Pcer_037761-RA Pfrut_000020-RA
Pcer_062011-RA Pfrut_031640-RA
Pcer_062014-RA Pfrut_045259-RA
Pcer_053562-RA Pfrut_017891-RA
Pcer_062005-RA Pfrut_031645-RA
Pcer_017596-RA Pfrut_073580-RA
Pcer_054295-RA Pfrut_087672-RA
Pcer_054276-RA Pfrut_064990-RA
Pcer_004918-RA Pfrut_002595-RA
Pcer_004920-RA Pfrut_002591-RA
Pcer_004919-RA Pfrut_002594-RA
Pcer_004921-RA Pfrut_002590-RA
Pcer_073895-RA Pfrut_036717-RA
Pcer_061086-RA Pfrut_058079-RA
Pcer_074450-RA Pfrut_032916-RA
Pcer_061088-RA Pfrut_058074-RA
Pcer_053867-RA Pfrut_053006-RA
Pcer_061091-RA Pfrut_058071-RA
Pcer_074546-RA Pfrut_017419-RA
Pcer_074487-RA Pfrut_096488-RA
Pcer_016441-RA Pfrut_078868-RA
Pcer_016444-RA Pfrut_078872-RA
Pcer_016446-RA Pfrut_078875-RA
Pcer_054500-RA Pfrut_048057-RA
Pcer_054494-RA Pfrut_097967-RA
Pcer_054498-RA Pfrut_097971-RA
Pcer_094257-RA Pfrut_030837-RA
Pcer_094252-RA Pfrut_030833-RA
Pcer_094249-RA Pfrut_009417-RA
Pcer_094259-RA Pfrut_030839-RA
Pcer_062439-RA Pfrut_056238-RA
Pcer_062438-RA Pfrut_056239-RA
Pcer_062437-RA Pfrut_056240-RA
Pcer_000734-RA Pfrut_015568-RA
Pcer_000736-RA Pfrut_015564-RA
Pcer_000730-RA Pfrut_015572-RA
Pcer_023186-RA Pfrut_029766-RA
Pcer_094785-RA Pfrut_072345-RA
Pcer_061916-RA Pfrut_073272-RA
Pcer_061921-RA Pfrut_073281-RA
Pcer_061920-RA Pfrut_073280-RA
Pcer_017706-RA Pfrut_040977-RA
Pcer_017710-RA Pfrut_040972-RA
Pcer_017704-RA Pfrut_040980-RA
Pcer_017707-RA Pfrut_040975-RA
Pcer_053529-RA Pfrut_057032-RA
Pcer_053532-RA Pfrut_057028-RA
Pcer_037645-RA Pfrut_051735-RA
Pcer_092277-RA Pfrut_080068-RA
Pcer_093118-RA Pfrut_092482-RA
Pcer_061162-RA Pfrut_013063-RA
Pcer_023840-RA Pfrut_010746-RA
Pcer_023836-RA Pfrut_010751-RA
Pcer_024134-RA Pfrut_009975-RA
Pcer_024135-RA Pfrut_009974-RA
Pcer_024138-RA Pfrut_009968-RA
Pcer_023482-RA Pfrut_037647-RA
Pcer_023481-RA Pfrut_037646-RA
Pcer_073842-RA FUN_010445-T1
Pcer_023480-RA Pfrut_037644-RA
Pcer_094809-RA Pfrut_072324-RA
Pcer_093996-RA Pfrut_009733-RA
Pcer_022906-RA FUN_031676-T1
Pcer_025085-RA Pfrut_099704-RA
Pcer_018450-RA Pfrut_011629-RA
Pcer_024641-RA Pfrut_006708-RA
Pcer_024637-RA Pfrut_006712-RA
Pcer_024642-RA FUN_033835-T1
Pcer_024638-RA Pfrut_006710-RA
Pcer_024643-RA Pfrut_006705-RA
Pcer_072787-RA Pfrut_055412-RA
Pcer_061121-RA Pfrut_058024-RA
Pcer_023214-RA Pfrut_029793-RA
Pcer_094239-RA Pfrut_009429-RA
Pcer_094224-RA Pfrut_009441-RA
Pcer_094225-RA Pfrut_009440-RA
Pcer_094231-RA Pfrut_025467-RA
Pcer_024336-RA Pfrut_093807-RA
Pcer_024332-RA Pfrut_093811-RA
Pcer_024329-RA Pfrut_078145-RA
Pcer_024321-RA Pfrut_093822-RA
Pcer_002754-RA Pfrut_049732-RA
Pcer_093706-RA Pfrut_065661-RA
Pcer_093708-RA Pfrut_005383-RA
Pcer_054144-RA Pfrut_087467-RA
Pcer_016589-RA Pfrut_053476-RA
Pcer_016900-RA Pfrut_024805-RA
Pcer_016583-RA Pfrut_053482-RA
Pcer_001537-RA Pfrut_014713-RA
Pcer_001531-RA Pfrut_014720-RA
Pcer_001530-RA Pfrut_014721-RA
Pcer_001535-RA Pfrut_014715-RA
Pcer_094384-RA Pfrut_030977-RA
Pcer_094380-RA Pfrut_030973-RA
Pcer_094382-RA Pfrut_030975-RA
Pcer_094383-RA Pfrut_030976-RA
Pcer_016435-RA Pfrut_053638-RA
Pcer_016434-RA Pfrut_053640-RA
Pcer_016433-RA Pfrut_053642-RA
Pcer_093587-RA Pfrut_005506-RA
Pcer_094040-RA Pfrut_009688-RA
Pcer_094036-RA Pfrut_009694-RA
Pcer_093580-RA Pfrut_029004-RA
Pcer_073215-RA Pfrut_054929-RA
Pcer_024402-RA Pfrut_093737-RA
Pcer_024401-RA Pfrut_081346-RA
Pcer_061795-RA Pfrut_062702-RA
Pcer_061794-RA Pfrut_073139-RA
Pcer_061802-RA Pfrut_062703-RA
Pcer_023733-RA Pfrut_037929-RA
Pcer_023730-RA Pfrut_037926-RA
Pcer_023731-RA Pfrut_037927-RA
Pcer_001806-RA FUN_002585-T1
Pcer_073649-RA Pfrut_036424-RA
Pcer_072920-RA FUN_008293-T1
Pcer_003374-RA Pfrut_081765-RA
Pcer_062205-RA Pfrut_045462-RA
Pcer_054387-RA Pfrut_047917-RA
Pcer_073300-RA Pfrut_054843-RA
Pcer_054390-RA Pfrut_047920-RA
Pcer_017117-RA Pfrut_039864-RA
Pcer_017118-RA Pfrut_039865-RA
Pcer_017115-RA Pfrut_039862-RA
Pcer_017114-RA Pfrut_039861-RA
Pcer_016741-RA Pfrut_053316-RA
Pcer_073443-RA Pfrut_055892-RA
Pcer_023635-RA Pfrut_037826-RA
Pcer_017246-RA Pfrut_040029-RA
Pcer_093730-RA Pfrut_005362-RA
Pcer_092104-RA Pfrut_079881-RA
Pcer_053874-RA Pfrut_052995-RA
Pcer_075750-RA Pfrut_063798-RA
Pcer_075749-RA Pfrut_063797-RA
Pcer_060892-RA Pfrut_096981-RA
Pcer_060891-RA Pfrut_096982-RA
Pcer_060878-RA Pfrut_065910-RA
Pcer_016467-RA Pfrut_053608-RA
Pcer_016126-RA Pfrut_029413-RA
Pcer_024721-RA Pfrut_093380-RA
Pcer_024719-RA Pfrut_093381-RA
Pcer_075286-RA Pfrut_013937-RA
Pcer_075285-RA Pfrut_013935-RA
Pcer_062994-RA Pfrut_046264-RA
Pcer_062995-RA Pfrut_046265-RA
Pcer_062996-RA Pfrut_046266-RA
Pcer_024006-RA Pfrut_029181-RA
Pcer_073957-RA Pfrut_049804-RA
Pcer_073962-RA Pfrut_049816-RA
Pcer_073964-RA Pfrut_049817-RA
Pcer_073959-RA Pfrut_049807-RA
Pcer_073960-RA Pfrut_049813-RA
Pcer_004429-RA FUN_006560-T1
Pcer_024470-RA Pfrut_093659-RA
Pcer_017103-RA Pfrut_039851-RA
Pcer_017101-RA Pfrut_084452-RA
Pcer_017099-RA Pfrut_084454-RA
Pcer_054789-RA Pfrut_023874-RA
Pcer_018448-RA Pfrut_011632-RA
Pcer_024003-RA Pfrut_094154-RA
Pcer_075242-RA Pfrut_013889-RA
Pcer_016505-RA Pfrut_054407-RA
Pcer_016508-RA Pfrut_054410-RA
Pcer_016506-RA Pfrut_054408-RA
Pcer_016504-RA Pfrut_054406-RA
Pcer_074510-RA Pfrut_017357-RA
Pcer_074515-RA Pfrut_096516-RA
Pcer_074511-RA Pfrut_096509-RA
Pcer_001234-RA Pfrut_015022-RA
Pcer_001236-RA Pfrut_015018-RA
Pcer_001235-RA Pfrut_015020-RA
Pcer_039327-RA Pfrut_071947-RA
Pcer_094506-RA Pfrut_031107-RA
Pcer_094507-RA Pfrut_030828-RA
Pcer_018867-RA Pfrut_080993-RA
Pcer_092315-RA Pfrut_080104-RA
Pcer_017991-RA Pfrut_072447-RA
Pcer_072811-RA Pfrut_006380-RA
Pcer_061576-RA Pfrut_016988-RA
Pcer_092103-RA Pfrut_079880-RA
Pcer_061780-RA Pfrut_073125-RA
Pcer_000866-RA Pfrut_015415-RA
Pcer_000786-RA Pfrut_015495-RA
Pcer_003604-RA Pfrut_056945-RA
Pcer_092713-RA Pfrut_095554-RA
Pcer_003603-RA Pfrut_056947-RA
Pcer_092715-RA Pfrut_095549-RA
Pcer_003601-RA Pfrut_056950-RA
Pcer_094731-RA Pfrut_030554-RA
Pcer_025756-RA Pfrut_078666-RA
Pcer_003941-RA Pfrut_056586-RA
Pcer_073587-RA Pfrut_036344-RA
Pcer_073615-RA Pfrut_036379-RA
Pcer_060789-RA Pfrut_035324-RA
Pcer_024612-RA Pfrut_006735-RA
Pcer_074240-RA Pfrut_016598-RA
Pcer_018446-RA Pfrut_011636-RA
Pcer_061344-RA Pfrut_097123-RA
Pcer_092268-RA Pfrut_093138-RA
Pcer_074351-RA Pfrut_016454-RA
Pcer_015955-RA Pfrut_029562-RA
Pcer_015953-RA Pfrut_029560-RA
Pcer_023825-RA Pfrut_010769-RA
Pcer_023826-RA Pfrut_010767-RA
Pcer_016825-RA Pfrut_024713-RA
Pcer_075463-RA Pfrut_035998-RA
Pcer_025142-RA FUN_034373-T1
Pcer_025144-RA Pfrut_099758-RA
Pcer_062160-RA Pfrut_045407-RA
Pcer_075569-RA FUN_012629-T1
Pcer_092835-RA Pfrut_088505-RA
Pcer_092834-RA Pfrut_088504-RA
Pcer_094732-RA Pfrut_030553-RA
Pcer_094730-RA Pfrut_030555-RA
Pcer_094725-RA Pfrut_030561-RA
Pcer_094729-RA Pfrut_030556-RA
Pcer_016922-RA Pfrut_024824-RA
Pcer_016920-RA Pfrut_024821-RA
Pcer_016918-RA Pfrut_024820-RA
Pcer_061569-RA FUN_038065-T1
Pcer_015994-RA Pfrut_021861-RA
Pcer_002127-RA Pfrut_086280-RA
Pcer_001823-RA Pfrut_014370-RA
Pcer_002129-RA Pfrut_086285-RA
Pcer_073946-RA FUN_010620-T1
Pcer_016214-RA Pfrut_029321-RA
Pcer_016236-RA Pfrut_025049-RA
Pcer_093617-RA Pfrut_085016-RA
Pcer_093620-RA Pfrut_085013-RA
Pcer_093618-RA Pfrut_085015-RA
Pcer_093619-RA Pfrut_085014-RA
Pcer_038420-RA Pfrut_000750-RA
Pcer_038418-RA Pfrut_000748-RA
Pcer_054743-RA Pfrut_048538-RA
Pcer_054748-RA Pfrut_048542-RA
Pcer_054744-RA Pfrut_048539-RA
Pcer_073155-RA FUN_008578-T1
Pcer_016416-RA Pfrut_053660-RA
Pcer_073075-RA Pfrut_055039-RA
Pcer_024498-RA Pfrut_093625-RA
Pcer_037681-RA Pfrut_051687-RA
Pcer_037698-RA Pfrut_051667-RA
Pcer_037688-RA Pfrut_051679-RA
Pcer_037683-RA Pfrut_051685-RA
Pcer_037682-RA Pfrut_051686-RA
Pcer_038355-RA Pfrut_000677-RA
Pcer_023855-RA Pfrut_010734-RA
Pcer_023179-RA Pfrut_029746-RA
Pcer_023180-RA Pfrut_029747-RA
Pcer_000696-RA Pfrut_015660-RA
Pcer_075767-RA Pfrut_063813-RA
Pcer_075764-RA Pfrut_060234-RA
Pcer_017178-RA Pfrut_039950-RA
Pcer_019232-RA Pfrut_007739-RA
Pcer_093188-RA Pfrut_021176-RA
Pcer_093183-RA Pfrut_021185-RA
Pcer_000743-RA Pfrut_032496-RA
Pcer_000740-RA Pfrut_015560-RA
Pcer_000741-RA Pfrut_015559-RA
Pcer_000739-RA Pfrut_015561-RA
Pcer_004991-RA Pfrut_002506-RA
Pcer_002029-RA Pfrut_086170-RA
Pcer_002730-RA Pfrut_086911-RA
Pcer_004726-RA Pfrut_002800-RA
Pcer_004723-RA Pfrut_002803-RA
Pcer_001010-RA Pfrut_015255-RA
Pcer_001009-RA Pfrut_015256-RA
Pcer_074881-RA Pfrut_062945-RA
Pcer_074880-RA Pfrut_062941-RA
Pcer_074878-RA Pfrut_062938-RA
Pcer_024930-RA Pfrut_024405-RA
Pcer_002410-RA Pfrut_093837-RA
Pcer_024302-RA Pfrut_093840-RA
Pcer_018844-RA Pfrut_054324-RA
Pcer_092552-RA Pfrut_080350-RA
Pcer_002627-RA Pfrut_086798-RA
Pcer_092551-RA Pfrut_080348-RA
Pcer_092082-RA Pfrut_079857-RA
Pcer_016394-RA Pfrut_053678-RA
Pcer_016396-RA Pfrut_053677-RA
Pcer_073339-RA Pfrut_056037-RA
Pcer_016353-RA Pfrut_064911-RA
Pcer_093355-RA Pfrut_005839-RA
Pcer_054184-RA Pfrut_087524-RA
Pcer_023129-RA Pfrut_049603-RA
Pcer_005112-RA Pfrut_084364-RA
Pcer_017477-RA Pfrut_070179-RA
Pcer_017481-RA Pfrut_070172-RA
Pcer_054678-RA Pfrut_048457-RA
Pcer_038114-RA Pfrut_000422-RA
Pcer_038115-RA Pfrut_000425-RA
Pcer_073467-RA Pfrut_060448-RA
Pcer_073466-RA Pfrut_060449-RA
Pcer_001070-RA Pfrut_015184-RA
Pcer_023220-RA Pfrut_029797-RA
Pcer_023221-RA Pfrut_029798-RA
Pcer_023222-RA Pfrut_029799-RA
Pcer_025093-RA Pfrut_099712-RA
Pcer_025094-RA Pfrut_099714-RA
Pcer_025095-RA Pfrut_099713-RA
Pcer_025096-RA Pfrut_099715-RA
Pcer_054050-RA Pfrut_090392-RA
Pcer_063067-RA Pfrut_046480-RA
Pcer_002400-RA Pfrut_086544-RA
Pcer_093574-RA Pfrut_005519-RA
Pcer_061555-RA Pfrut_072839-RA
Pcer_024639-RA Pfrut_006709-RA
Pcer_024653-RA Pfrut_006692-RA
Pcer_002654-RA Pfrut_086830-RA
Pcer_024077-RA Pfrut_094074-RA
Pcer_001327-RA Pfrut_059986-RA
Pcer_001329-RA Pfrut_014930-RA
Pcer_073884-RA Pfrut_036705-RA
Pcer_073889-RA Pfrut_036711-RA
Pcer_002926-RA Pfrut_059558-RA
Pcer_092655-RA Pfrut_080461-RA
Pcer_092647-RA Pfrut_080450-RA
Pcer_093381-RA Pfrut_005800-RA
Pcer_061667-RA Pfrut_073002-RA
Pcer_055047-RA Pfrut_070326-RA
Pcer_060968-RA Pfrut_091466-RA
Pcer_037749-RA Pfrut_000006-RA
Pcer_074807-RA Pfrut_062869-RA
Pcer_024655-RA Pfrut_006690-RA
Pcer_024652-RA Pfrut_006695-RA
Pcer_024650-RA Pfrut_006697-RA
Pcer_003163-RA Pfrut_081578-RA
Pcer_002000-RA Pfrut_086135-RA
Pcer_001112-RA Pfrut_015141-RA
Pcer_024602-RA Pfrut_006745-RA
Pcer_024604-RA Pfrut_006743-RA
Pcer_024603-RA Pfrut_006744-RA
Pcer_016746-RA Pfrut_053309-RA
Pcer_072780-RA Pfrut_041295-RA
Pcer_072779-RA Pfrut_055427-RA
Pcer_061807-RA Pfrut_062708-RA
Pcer_061808-RA Pfrut_062709-RA
Pcer_061830-RA Pfrut_027643-RA
Pcer_061827-RA Pfrut_073174-RA
Pcer_061828-RA Pfrut_073175-RA
Pcer_023829-RA Pfrut_010760-RA
Pcer_093140-RA Pfrut_057728-RA
Pcer_004078-RA Pfrut_054791-RA
Pcer_001176-RA Pfrut_015077-RA
Pcer_094317-RA Pfrut_030899-RA
Pcer_094321-RA Pfrut_030905-RA
Pcer_054836-RA Pfrut_027756-RA
Pcer_054835-RA Pfrut_027755-RA
Pcer_000556-RA Pfrut_025148-RA
Pcer_016085-RA Pfrut_029468-RA
Pcer_016086-RA Pfrut_029467-RA
Pcer_039260-RA Pfrut_001624-RA
Pcer_061531-RA Pfrut_072806-RA
Pcer_061884-RA Pfrut_073239-RA
Pcer_037983-RA Pfrut_007023-RA
Pcer_023988-RA Pfrut_094170-RA
Pcer_023989-RA Pfrut_094169-RA
Pcer_023987-RA Pfrut_094171-RA
Pcer_017376-RA Pfrut_016692-RA
Pcer_017786-RA Pfrut_016794-RA
Pcer_003212-RA Pfrut_081622-RA
Pcer_093647-RA Pfrut_005450-RA
Pcer_073550-RA Pfrut_036290-RA
Pcer_073556-RA Pfrut_036298-RA
Pcer_073561-RA Pfrut_054020-RA
Pcer_061577-RA Pfrut_072871-RA
Pcer_061587-RA FUN_038095-T1
Pcer_094528-RA Pfrut_030806-RA
Pcer_094527-RA Pfrut_030807-RA
Pcer_060953-RA Pfrut_032502-RA
Pcer_037607-RA Pfrut_051770-RA
Pcer_037608-RA Pfrut_051769-RA
Pcer_061168-RA Pfrut_013070-RA
Pcer_061167-RA Pfrut_013068-RA
Pcer_061169-RA Pfrut_013073-RA
Pcer_061170-RA Pfrut_013074-RA
Pcer_023783-RA Pfrut_094385-RA
Pcer_002493-RA Pfrut_053064-RA
Pcer_002490-RA Pfrut_053061-RA
Pcer_002491-RA Pfrut_053063-RA
