Pcer_069968-RA Pfrut_059040-RA
Pcer_088148-RA Pfrut_096275-RA
Pcer_058972-RA Pfrut_027747-RA
Pcer_088026-RA Pfrut_047604-RA
Pcer_071011-RA Pfrut_091460-RA
Pcer_027140-RA Pfrut_067615-RA
Pcer_005477-RA Pfrut_071224-RA
Pcer_049398-RA Pfrut_083842-RA
Pcer_044830-RA Pfrut_039387-RA
Pcer_009383-RA Pfrut_019663-RA
Pcer_044840-RA Pfrut_039395-RA
Pcer_088935-RA Pfrut_023203-RA
Pcer_007998-RA Pfrut_089097-RA
Pcer_070933-RA Pfrut_042958-RA
Pcer_041988-RA Pfrut_085411-RA
Pcer_081776-RA Pfrut_027005-RA
Pcer_047051-RA Pfrut_034841-RA
Pcer_080599-RA Pfrut_094975-RA
Pcer_007067-RA Pfrut_009064-RA
Pcer_010423-RA Pfrut_040457-RA
Pcer_069285-RA Pfrut_024635-RA
Pcer_058510-RA Pfrut_087034-RA
Pcer_083069-RA Pfrut_074883-RA
Pcer_006920-RA Pfrut_099134-RA
Pcer_048389-RA Pfrut_077333-RA
Pcer_005781-RA Pfrut_071576-RA
Pcer_083034-RA Pfrut_074924-RA
Pcer_089945-RA Pfrut_069687-RA
Pcer_047146-RA Pfrut_034844-RA
Pcer_006537-RA Pfrut_098689-RA
Pcer_007967-RA Pfrut_101892-RA
Pcer_042337-RA Pfrut_018937-RA
Pcer_082833-RA Pfrut_025894-RA
Pcer_088105-RA Pfrut_047689-RA
Pcer_042357-RA Pfrut_018917-RA
Pcer_070944-RA Pfrut_042968-RA
Pcer_069428-RA Pfrut_071688-RA
Pcer_009629-RA Pfrut_059306-RA
Pcer_082685-RA Pfrut_048698-RA
Pcer_008218-RA Pfrut_064356-RA
Pcer_009385-RA Pfrut_019661-RA
Pcer_005880-RA Pfrut_073709-RA
Pcer_008037-RA Pfrut_089143-RA
Pcer_089728-RA Pfrut_069458-RA
Pcer_059862-RA Pfrut_028746-RA
Pcer_088950-RA Pfrut_023193-RA
Pcer_080323-RA Pfrut_095243-RA
Pcer_008321-RA Pfrut_089432-RA
Pcer_009824-RA Pfrut_019211-RA
Pcer_005857-RA Pfrut_073682-RA
Pcer_083021-RA Pfrut_074947-RA
Pcer_044593-RA Pfrut_039158-RA
Pcer_005507-RA Pfrut_071258-RA
Pcer_049369-RA Pfrut_083818-RA
Pcer_080633-RA Pfrut_094937-RA
Pcer_005901-RA Pfrut_073731-RA
Pcer_006271-RA Pfrut_098387-RA
Pcer_044103-RA Pfrut_038658-RA
Pcer_008579-RA Pfrut_089716-RA
Pcer_058867-RA Pfrut_055758-RA
Pcer_043242-RA Pfrut_050443-RA
Pcer_009137-RA Pfrut_058194-RA
Pcer_010417-RA Pfrut_040461-RA
Pcer_087263-RA Pfrut_046788-RA
Pcer_009461-RA Pfrut_019588-RA
Pcer_048717-RA Pfrut_077659-RA
Pcer_047313-RA Pfrut_100404-RA
Pcer_090010-RA Pfrut_040196-RA
Pcer_083020-RA Pfrut_074948-RA
Pcer_070982-RA Pfrut_043000-RA
Pcer_044373-RA Pfrut_038939-RA
Pcer_009947-RA Pfrut_019085-RA
Pcer_088525-RA Pfrut_041688-RA
Pcer_082953-RA Pfrut_025757-RA
Pcer_049045-RA Pfrut_083457-RA
Pcer_026941-RA Pfrut_067830-RA
Pcer_043662-RA Pfrut_038186-RA
Pcer_088420-RA Pfrut_091980-RA
Pcer_070915-RA Pfrut_042936-RA
Pcer_083014-RA Pfrut_074953-RA
Pcer_046987-RA Pfrut_074083-RA
Pcer_005778-RA Pfrut_079622-RA
Pcer_028328-RA Pfrut_053803-RA
Pcer_088630-RA Pfrut_007879-RA
Pcer_008635-RA Pfrut_089770-RA
Pcer_005992-RA Pfrut_073838-RA
Pcer_007024-RA Pfrut_070626-RA
Pcer_048397-RA Pfrut_077342-RA
Pcer_026282-RA Pfrut_044437-RA
Pcer_008420-RA Pfrut_091862-RA
Pcer_046940-RA Pfrut_034706-RA
Pcer_009001-RA Pfrut_020049-RA
Pcer_087993-RA Pfrut_047563-RA
Pcer_058343-RA Pfrut_087507-RA
Pcer_008315-RA Pfrut_097308-RA
Pcer_070010-RA Pfrut_041987-RA
Pcer_026621-RA Pfrut_019015-RA
Pcer_082723-RA Pfrut_056772-RA
Pcer_069389-RA Pfrut_021405-RA
Pcer_069391-RA Pfrut_021403-RA
Pcer_069376-RA Pfrut_071627-RA
Pcer_069374-RA Pfrut_071614-RA
Pcer_069385-RA Pfrut_021409-RA
Pcer_069378-RA Pfrut_021418-RA
Pcer_069373-RA Pfrut_071612-RA
Pcer_005745-RA Pfrut_070510-RA
Pcer_005746-RA Pfrut_070512-RA
Pcer_005798-RA Pfrut_079596-RA
Pcer_005795-RA Pfrut_079599-RA
Pcer_005710-RA Pfrut_088083-RA
Pcer_007280-RA Pfrut_017190-RA
Pcer_005793-RA Pfrut_079602-RA
Pcer_005779-RA Pfrut_071573-RA
Pcer_005760-RA Pfrut_071551-RA
Pcer_005715-RA Pfrut_071503-RA
Pcer_082895-RA Pfrut_048378-RA
Pcer_087991-RA FUN_011019-T1
Pcer_047013-RA FUN_035957-T1
Pcer_028033-RA Pfrut_066676-RA
Pcer_069327-RA Pfrut_021475-RA
Pcer_069331-RA Pfrut_021471-RA
Pcer_069324-RA Pfrut_021480-RA
Pcer_069329-RA Pfrut_021473-RA
Pcer_069321-RA Pfrut_021484-RA
Pcer_081956-RA Pfrut_026798-RA
Pcer_081949-RA Pfrut_026814-RA
Pcer_082761-RA Pfrut_025977-RA
Pcer_069048-RA Pfrut_022640-RA
Pcer_081965-RA Pfrut_026787-RA
Pcer_006823-RA Pfrut_099015-RA
Pcer_006824-RA Pfrut_099016-RA
Pcer_058087-RA FUN_028043-T1
Pcer_058090-RA Pfrut_090682-RA
Pcer_059009-RA Pfrut_064640-RA
Pcer_058830-RA FUN_030354-T1
Pcer_059047-RA FUN_030454-T1
Pcer_026607-RA Pfrut_068187-RA
Pcer_059029-RA Pfrut_023776-RA
Pcer_006763-RA Pfrut_098935-RA
Pcer_042354-RA Pfrut_018921-RA
Pcer_042412-RA Pfrut_018839-RA
Pcer_057888-RA Pfrut_090958-RA
Pcer_042355-RA Pfrut_018920-RA
Pcer_042380-RA Pfrut_102167-RA
Pcer_042387-RA Pfrut_018878-RA
Pcer_042374-RA Pfrut_018896-RA
Pcer_042388-RA Pfrut_018877-RA
Pcer_068638-RA Pfrut_055922-RA
Pcer_068466-RA Pfrut_075347-RA
Pcer_068467-RA Pfrut_075964-RA
Pcer_068635-RA Pfrut_012290-RA
Pcer_068465-RA Pfrut_075344-RA
Pcer_068789-RA Pfrut_069891-RA
Pcer_088967-RA Pfrut_023172-RA
Pcer_088960-RA Pfrut_023178-RA
Pcer_088973-RA Pfrut_023168-RA
Pcer_088985-RA Pfrut_023157-RA
Pcer_068545-RA Pfrut_075450-RA
Pcer_088969-RA Pfrut_023170-RA
Pcer_081695-RA Pfrut_082457-RA
Pcer_088958-RA Pfrut_060021-RA
Pcer_010186-RA Pfrut_003831-RA
Pcer_047585-RA Pfrut_010397-RA
Pcer_080850-RA Pfrut_094721-RA
Pcer_069007-RA Pfrut_008068-RA
Pcer_081063-RA Pfrut_008887-RA
Pcer_080880-RA Pfrut_094688-RA
Pcer_080887-RA Pfrut_094678-RA
Pcer_027003-RA Pfrut_067757-RA
Pcer_068514-RA Pfrut_075412-RA
Pcer_068656-RA Pfrut_012259-RA
Pcer_047407-RA Pfrut_100269-RA
Pcer_068648-RA Pfrut_012272-RA
Pcer_068644-RA Pfrut_012277-RA
Pcer_068666-RA Pfrut_092193-RA
Pcer_057955-RA Pfrut_087971-RA
Pcer_057866-RA Pfrut_090980-RA
Pcer_057867-RA Pfrut_090979-RA
Pcer_057961-RA Pfrut_087977-RA
Pcer_042842-RA Pfrut_017725-RA
Pcer_042840-RA Pfrut_017723-RA
Pcer_042799-RA Pfrut_017673-RA
Pcer_068893-RA Pfrut_008208-RA
Pcer_068896-RA Pfrut_008206-RA
Pcer_068891-RA Pfrut_008213-RA
Pcer_068892-RA Pfrut_008209-RA
Pcer_068927-RA Pfrut_008169-RA
Pcer_068914-RA Pfrut_008189-RA
Pcer_068926-RA Pfrut_008172-RA
Pcer_007989-RA Pfrut_033807-RA
Pcer_007946-RA Pfrut_033755-RA
Pcer_007945-RA Pfrut_033754-RA
Pcer_007988-RA Pfrut_033806-RA
Pcer_057826-RA Pfrut_091033-RA
Pcer_007985-RA Pfrut_033801-RA
Pcer_069105-RA Pfrut_045003-RA
Pcer_071122-RA Pfrut_043139-RA
Pcer_069109-RA Pfrut_045008-RA
Pcer_042841-RA Pfrut_018354-RA
Pcer_068753-RA Pfrut_007191-RA
Pcer_068964-RA Pfrut_008126-RA
Pcer_068979-RA Pfrut_008101-RA
Pcer_087294-RA Pfrut_046820-RA
Pcer_026543-RA Pfrut_068251-RA
Pcer_088762-RA Pfrut_008385-RA
Pcer_026593-RA Pfrut_007504-RA
Pcer_026640-RA Pfrut_068156-RA
Pcer_009913-RA Pfrut_019120-RA
Pcer_068470-RA Pfrut_075980-RA
Pcer_082836-RA Pfrut_025891-RA
Pcer_009929-RA Pfrut_019106-RA
Pcer_009927-RA Pfrut_002749-RA
Pcer_068469-RA Pfrut_075978-RA
Pcer_043834-RA Pfrut_038374-RA
Pcer_043833-RA Pfrut_038373-RA
Pcer_047343-RA Pfrut_021729-RA
Pcer_070021-RA Pfrut_041998-RA
Pcer_070024-RA Pfrut_042004-RA
Pcer_070019-RA Pfrut_041996-RA
Pcer_070018-RA Pfrut_041994-RA
Pcer_043428-RA Pfrut_092784-RA
Pcer_043429-RA Pfrut_050641-RA
Pcer_043427-RA Pfrut_050639-RA
Pcer_043430-RA Pfrut_050643-RA
Pcer_043424-RA Pfrut_050634-RA
Pcer_082886-RA Pfrut_025838-RA
Pcer_069358-RA Pfrut_021444-RA
Pcer_087490-RA Pfrut_041341-RA
Pcer_007045-RA Pfrut_059778-RA
Pcer_005641-RA Pfrut_071417-RA
Pcer_007048-RA Pfrut_059775-RA
Pcer_005645-RA Pfrut_099240-RA
Pcer_007044-RA Pfrut_070602-RA
Pcer_007046-RA Pfrut_059777-RA
Pcer_007344-RA Pfrut_017118-RA
Pcer_006780-RA Pfrut_098957-RA
Pcer_047214-RA Pfrut_100550-RA
Pcer_070962-RA Pfrut_079457-RA
Pcer_042111-RA Pfrut_085279-RA
Pcer_081202-RA Pfrut_082975-RA
Pcer_044025-RA Pfrut_038573-RA
Pcer_059406-RA Pfrut_027609-RA
Pcer_057730-RA Pfrut_057498-RA
Pcer_059314-RA Pfrut_028199-RA
Pcer_087945-RA Pfrut_047380-RA
Pcer_087944-RA Pfrut_047381-RA
Pcer_043889-RA Pfrut_038423-RA
Pcer_027481-RA Pfrut_067252-RA
Pcer_088875-RA Pfrut_023290-RA
Pcer_088920-RA Pfrut_023231-RA
Pcer_088880-RA Pfrut_004761-RA
Pcer_088890-RA Pfrut_023268-RA
Pcer_047250-RA Pfrut_100747-RA
Pcer_068963-RA Pfrut_008127-RA
Pcer_058116-RA Pfrut_053003-RA
Pcer_082402-RA Pfrut_017535-RA
Pcer_068279-RA Pfrut_057989-RA
Pcer_068278-RA Pfrut_069709-RA
Pcer_068285-RA Pfrut_084550-RA
Pcer_068297-RA Pfrut_075171-RA
Pcer_068294-RA Pfrut_088383-RA
Pcer_068419-RA Pfrut_035059-RA
Pcer_009979-RA Pfrut_003611-RA
Pcer_009981-RA Pfrut_003613-RA
Pcer_009971-RA Pfrut_037986-RA
Pcer_009974-RA Pfrut_037983-RA
Pcer_009980-RA Pfrut_003612-RA
Pcer_009975-RA Pfrut_003607-RA
Pcer_070383-RA Pfrut_042392-RA
Pcer_070392-RA Pfrut_042402-RA
Pcer_070321-RA FUN_012156-T1
Pcer_070398-RA Pfrut_096865-RA
Pcer_088333-RA Pfrut_096042-RA
Pcer_088364-RA Pfrut_096004-RA
Pcer_088352-RA Pfrut_096022-RA
Pcer_088339-RA Pfrut_096037-RA
Pcer_088351-RA Pfrut_096024-RA
Pcer_069865-RA Pfrut_058931-RA
Pcer_069867-RA Pfrut_058933-RA
Pcer_068156-RA Pfrut_056509-RA
Pcer_069863-RA Pfrut_058929-RA
Pcer_058807-RA Pfrut_022850-RA
Pcer_057837-RA Pfrut_091020-RA
Pcer_057825-RA Pfrut_091035-RA
Pcer_087232-RA Pfrut_046755-RA
Pcer_006207-RA Pfrut_098323-RA
Pcer_006212-RA Pfrut_098329-RA
Pcer_006215-RA Pfrut_098332-RA
Pcer_043961-RA Pfrut_064474-RA
Pcer_043960-RA Pfrut_064475-RA
Pcer_043945-RA Pfrut_055669-RA
Pcer_043944-RA Pfrut_055672-RA
Pcer_043972-RA Pfrut_064463-RA
Pcer_005728-RA Pfrut_071515-RA
Pcer_006828-RA Pfrut_099023-RA
Pcer_007265-RA Pfrut_017206-RA
Pcer_026507-RA Pfrut_041926-RA
Pcer_068937-RA Pfrut_008157-RA
Pcer_042679-RA Pfrut_018552-RA
Pcer_047992-RA Pfrut_088704-RA
Pcer_042675-RA Pfrut_018555-RA
Pcer_042674-RA Pfrut_018557-RA
Pcer_043624-RA Pfrut_038148-RA
Pcer_043625-RA Pfrut_038149-RA
Pcer_043618-RA Pfrut_038144-RA
Pcer_043626-RA Pfrut_038150-RA
Pcer_043617-RA Pfrut_038142-RA
Pcer_043627-RA Pfrut_038151-RA
Pcer_068730-RA Pfrut_057190-RA
Pcer_026454-RA Pfrut_068377-RA
Pcer_007221-RA Pfrut_017250-RA
Pcer_042701-RA Pfrut_050132-RA
Pcer_042747-RA Pfrut_018468-RA
Pcer_042710-RA Pfrut_050115-RA
Pcer_042709-RA Pfrut_050117-RA
Pcer_042713-RA Pfrut_050113-RA
Pcer_069674-RA Pfrut_030188-RA
Pcer_069673-RA Pfrut_030186-RA
Pcer_069675-RA Pfrut_030189-RA
Pcer_042104-RA Pfrut_085286-RA
Pcer_081493-RA Pfrut_082677-RA
Pcer_081496-RA Pfrut_060242-RA
Pcer_081494-RA Pfrut_082676-RA
Pcer_081495-RA Pfrut_082675-RA
Pcer_081491-RA Pfrut_082680-RA
Pcer_081492-RA Pfrut_082678-RA
Pcer_058016-RA Pfrut_090784-RA
Pcer_041686-RA Pfrut_085735-RA
Pcer_081852-RA Pfrut_075666-RA
Pcer_081860-RA Pfrut_026919-RA
Pcer_058307-RA Pfrut_061813-RA
Pcer_058303-RA Pfrut_061757-RA
Pcer_058304-RA Pfrut_061759-RA
Pcer_070602-RA Pfrut_042614-RA
Pcer_026953-RA Pfrut_067817-RA
Pcer_058742-RA Pfrut_048352-RA
Pcer_058743-RA Pfrut_048353-RA
Pcer_058744-RA Pfrut_048354-RA
Pcer_042461-RA Pfrut_018788-RA
Pcer_042460-RA Pfrut_018790-RA
Pcer_042459-RA Pfrut_018791-RA
Pcer_082206-RA Pfrut_026515-RA
Pcer_089350-RA Pfrut_078241-RA
Pcer_047528-RA Pfrut_016166-RA
Pcer_047510-RA Pfrut_005087-RA
Pcer_047513-RA Pfrut_005090-RA
Pcer_047507-RA Pfrut_005084-RA
Pcer_047498-RA Pfrut_005078-RA
Pcer_047504-RA Pfrut_005082-RA
Pcer_047514-RA Pfrut_005091-RA
Pcer_043492-RA Pfrut_050706-RA
Pcer_089720-RA Pfrut_069451-RA
Pcer_058757-RA Pfrut_013091-RA
Pcer_027278-RA Pfrut_067456-RA
Pcer_027280-RA Pfrut_067453-RA
Pcer_081843-RA Pfrut_075683-RA
Pcer_026672-RA Pfrut_068119-RA
Pcer_081932-RA Pfrut_026831-RA
Pcer_082982-RA Pfrut_074991-RA
Pcer_081933-RA Pfrut_026830-RA
Pcer_009247-RA Pfrut_019805-RA
Pcer_044636-RA FUN_022801-T1
Pcer_043874-RA Pfrut_097462-RA
Pcer_026445-RA Pfrut_071899-RA
Pcer_057879-RA Pfrut_090967-RA
Pcer_057884-RA Pfrut_090962-RA
Pcer_071067-RA Pfrut_043084-RA
Pcer_041800-RA Pfrut_085600-RA
Pcer_069882-RA Pfrut_058951-RA
Pcer_048317-RA Pfrut_077254-RA
Pcer_048320-RA Pfrut_077259-RA
Pcer_048373-RA Pfrut_077317-RA
Pcer_043180-RA Pfrut_101381-RA
Pcer_010091-RA Pfrut_004351-RA
Pcer_069235-RA Pfrut_069975-RA
Pcer_069230-RA Pfrut_050817-RA
Pcer_069234-RA Pfrut_069976-RA
Pcer_089242-RA Pfrut_058536-RA
Pcer_089243-RA Pfrut_058537-RA
Pcer_047399-RA Pfrut_100279-RA
Pcer_047397-RA Pfrut_100282-RA
Pcer_042893-RA Pfrut_018283-RA
Pcer_041637-RA Pfrut_013511-RA
Pcer_009999-RA Pfrut_003631-RA
Pcer_041688-RA Pfrut_085732-RA
Pcer_069631-RA Pfrut_052421-RA
Pcer_069700-RA Pfrut_030213-RA
Pcer_082946-RA Pfrut_025768-RA
Pcer_042144-RA Pfrut_085245-RA
Pcer_042137-RA Pfrut_085255-RA
Pcer_042138-RA Pfrut_085253-RA
Pcer_042143-RA Pfrut_085246-RA
Pcer_042139-RA Pfrut_085252-RA
Pcer_042140-RA Pfrut_085251-RA
Pcer_089333-RA Pfrut_058644-RA
Pcer_089334-RA Pfrut_058645-RA
Pcer_048770-RA Pfrut_077712-RA
Pcer_048771-RA Pfrut_077713-RA
Pcer_006113-RA Pfrut_098210-RA
Pcer_006110-RA Pfrut_098205-RA
Pcer_006109-RA Pfrut_098204-RA
Pcer_006111-RA Pfrut_098206-RA
Pcer_006115-RA Pfrut_098213-RA
Pcer_006112-RA Pfrut_098207-RA
Pcer_081812-RA Pfrut_075714-RA
Pcer_081813-RA Pfrut_075712-RA
Pcer_081811-RA Pfrut_075715-RA
Pcer_080530-RA Pfrut_095032-RA
Pcer_058022-RA Pfrut_090779-RA
Pcer_089868-RA Pfrut_069606-RA
Pcer_089862-RA Pfrut_069601-RA
Pcer_089869-RA Pfrut_069607-RA
Pcer_058020-RA Pfrut_090780-RA
Pcer_089865-RA Pfrut_069604-RA
Pcer_048241-RA Pfrut_077170-RA
Pcer_048240-RA Pfrut_077169-RA
Pcer_048242-RA Pfrut_077172-RA
Pcer_043279-RA Pfrut_084652-RA
Pcer_043276-RA Pfrut_050483-RA
Pcer_057791-RA FUN_027523-T1
Pcer_041504-RA Pfrut_085933-RA
Pcer_081237-RA Pfrut_082939-RA
Pcer_081235-RA Pfrut_082943-RA
Pcer_028135-RA Pfrut_066559-RA
Pcer_089539-RA Pfrut_069235-RA
Pcer_007934-RA Pfrut_033743-RA
Pcer_083097-RA Pfrut_074845-RA
Pcer_068344-RA Pfrut_063278-RA
Pcer_083094-RA Pfrut_074848-RA
Pcer_081558-RA FUN_033179-T1
Pcer_080841-RA Pfrut_094729-RA
Pcer_080840-RA Pfrut_094730-RA
Pcer_089888-RA Pfrut_069629-RA
Pcer_087254-RA Pfrut_046775-RA
Pcer_006273-RA Pfrut_062229-RA
Pcer_042299-RA Pfrut_018982-RA
Pcer_089106-RA Pfrut_088223-RA
Pcer_089100-RA Pfrut_023027-RA
Pcer_080403-RA Pfrut_095173-RA
Pcer_080399-RA Pfrut_095177-RA
Pcer_082458-RA Pfrut_026262-RA
Pcer_080405-RA Pfrut_095170-RA
Pcer_082018-RA Pfrut_093245-RA
Pcer_082025-RA Pfrut_026728-RA
Pcer_082030-RA Pfrut_026725-RA
Pcer_068133-RA Pfrut_040362-RA
Pcer_082657-RA FUN_036306-T1
Pcer_059602-RA Pfrut_012586-RA
Pcer_059600-RA Pfrut_012587-RA
Pcer_089312-RA Pfrut_058621-RA
Pcer_081735-RA Pfrut_008478-RA
Pcer_081732-RA Pfrut_008476-RA
Pcer_007969-RA Pfrut_101890-RA
Pcer_088795-RA Pfrut_023371-RA
Pcer_088797-RA Pfrut_023369-RA
Pcer_088798-RA Pfrut_023368-RA
Pcer_088793-RA Pfrut_023373-RA
Pcer_088796-RA Pfrut_023370-RA
Pcer_088794-RA Pfrut_023372-RA
Pcer_059789-RA Pfrut_015829-RA
Pcer_010468-RA Pfrut_004262-RA
Pcer_042298-RA Pfrut_018984-RA
Pcer_042300-RA Pfrut_018983-RA
Pcer_042602-RA Pfrut_018644-RA
Pcer_042304-RA Pfrut_018978-RA
Pcer_042293-RA Pfrut_018989-RA
Pcer_006845-RA Pfrut_099040-RA
Pcer_006844-RA Pfrut_099039-RA
Pcer_006841-RA Pfrut_099036-RA
Pcer_006842-RA Pfrut_099037-RA
Pcer_006839-RA Pfrut_099033-RA
Pcer_089477-RA Pfrut_058805-RA
Pcer_042126-RA Pfrut_085264-RA
Pcer_042121-RA Pfrut_085267-RA
Pcer_042131-RA Pfrut_085261-RA
Pcer_042128-RA Pfrut_085262-RA
Pcer_080404-RA Pfrut_095172-RA
Pcer_089118-RA Pfrut_032468-RA
Pcer_089116-RA Pfrut_032466-RA
Pcer_089120-RA Pfrut_032472-RA
Pcer_080409-RA Pfrut_095165-RA
Pcer_068490-RA Pfrut_076004-RA
Pcer_068493-RA Pfrut_076008-RA
Pcer_081804-RA Pfrut_075724-RA
Pcer_048132-RA Pfrut_072492-RA
Pcer_048133-RA Pfrut_077041-RA
Pcer_087745-RA Pfrut_047307-RA
Pcer_087739-RA Pfrut_068953-RA
Pcer_043394-RA Pfrut_050606-RA
Pcer_081115-RA Pfrut_094444-RA
Pcer_081113-RA Pfrut_094446-RA
Pcer_081116-RA Pfrut_094443-RA
Pcer_081111-RA Pfrut_094447-RA
Pcer_006848-RA Pfrut_099043-RA
Pcer_006788-RA Pfrut_098968-RA
Pcer_008550-RA Pfrut_089685-RA
Pcer_087744-RA Pfrut_047305-RA
Pcer_087741-RA Pfrut_068956-RA
Pcer_068550-RA Pfrut_075454-RA
Pcer_006861-RA Pfrut_099067-RA
Pcer_042779-RA Pfrut_018435-RA
Pcer_042775-RA Pfrut_018439-RA
Pcer_042776-RA Pfrut_018438-RA
Pcer_042434-RA Pfrut_083070-RA
Pcer_070221-RA Pfrut_042207-RA
Pcer_042431-RA Pfrut_083073-RA
Pcer_057681-RA Pfrut_011168-RA
Pcer_088820-RA Pfrut_010821-RA
Pcer_070471-RA Pfrut_010162-RA
Pcer_047247-RA Pfrut_100753-RA
Pcer_042172-RA Pfrut_085222-RA
Pcer_082106-RA Pfrut_060683-RA
Pcer_082108-RA Pfrut_060681-RA
Pcer_070535-RA Pfrut_037441-RA
Pcer_049284-RA Pfrut_037484-RA
Pcer_069192-RA Pfrut_021637-RA
Pcer_069194-RA Pfrut_021634-RA
Pcer_069193-RA Pfrut_021635-RA
Pcer_042765-RA Pfrut_040895-RA
Pcer_042763-RA Pfrut_040892-RA
Pcer_010316-RA Pfrut_051455-RA
Pcer_070490-RA Pfrut_010179-RA
Pcer_070486-RA Pfrut_010175-RA
Pcer_042211-RA Pfrut_085184-RA
Pcer_042209-RA Pfrut_085187-RA
Pcer_042208-RA Pfrut_085188-RA
Pcer_042212-RA Pfrut_085183-RA
Pcer_042210-RA Pfrut_085186-RA
Pcer_042725-RA Pfrut_055776-RA
Pcer_042723-RA Pfrut_055780-RA
Pcer_042724-RA Pfrut_055778-RA
Pcer_069727-RA Pfrut_052537-RA
Pcer_069728-RA Pfrut_052538-RA
Pcer_069723-RA Pfrut_052529-RA
Pcer_082947-RA Pfrut_025767-RA
Pcer_006608-RA Pfrut_098764-RA
Pcer_068458-RA Pfrut_075337-RA
Pcer_068460-RA Pfrut_075339-RA
Pcer_028007-RA Pfrut_066708-RA
Pcer_090084-RA Pfrut_023713-RA
Pcer_088442-RA Pfrut_041807-RA
Pcer_089572-RA Pfrut_068756-RA
Pcer_044355-RA Pfrut_038921-RA
Pcer_087465-RA Pfrut_063075-RA
Pcer_005385-RA Pfrut_071123-RA
Pcer_047926-RA Pfrut_076802-RA
Pcer_048120-RA Pfrut_043982-RA
Pcer_087240-RA Pfrut_046764-RA
Pcer_027638-RA Pfrut_067096-RA
Pcer_069367-RA Pfrut_021433-RA
Pcer_069366-RA Pfrut_021434-RA
Pcer_006166-RA Pfrut_098280-RA
Pcer_087848-RA Pfrut_061507-RA
Pcer_008767-RA Pfrut_092439-RA
Pcer_008766-RA Pfrut_089904-RA
Pcer_008765-RA Pfrut_092441-RA
Pcer_058799-RA Pfrut_022858-RA
Pcer_082276-RA Pfrut_026441-RA
Pcer_047172-RA Pfrut_078394-RA
Pcer_009090-RA Pfrut_019960-RA
Pcer_069494-RA Pfrut_052257-RA
Pcer_069493-RA Pfrut_052256-RA
Pcer_069454-RA Pfrut_071717-RA
Pcer_087328-RA Pfrut_046860-RA
Pcer_070727-RA Pfrut_070542-RA
Pcer_081220-RA Pfrut_082960-RA
Pcer_081217-RA Pfrut_082965-RA
Pcer_081218-RA Pfrut_082962-RA
Pcer_058621-RA Pfrut_076274-RA
Pcer_082507-RA Pfrut_026214-RA
Pcer_082177-RA Pfrut_026546-RA
Pcer_070692-RA Pfrut_042709-RA
Pcer_009754-RA Pfrut_029034-RA
Pcer_058346-RA Pfrut_060166-RA
Pcer_070780-RA Pfrut_007521-RA
Pcer_087975-RA Pfrut_047544-RA
Pcer_089801-RA Pfrut_090136-RA
Pcer_006255-RA Pfrut_063501-RA
Pcer_006257-RA Pfrut_098365-RA
Pcer_010427-RA Pfrut_040452-RA
Pcer_007381-RA Pfrut_033143-RA
Pcer_007382-RA Pfrut_033144-RA
Pcer_043774-RA Pfrut_049247-RA
Pcer_043778-RA Pfrut_038306-RA
Pcer_088703-RA Pfrut_023465-RA
Pcer_088702-RA Pfrut_023466-RA
Pcer_027103-RA Pfrut_053821-RA
Pcer_026383-RA Pfrut_060961-RA
Pcer_026387-RA Pfrut_060965-RA
Pcer_026384-RA Pfrut_060962-RA
Pcer_027088-RA Pfrut_067664-RA
Pcer_080520-RA Pfrut_012079-RA
Pcer_080525-RA Pfrut_095038-RA
Pcer_081823-RA Pfrut_075703-RA
Pcer_010272-RA Pfrut_003932-RA
Pcer_081347-RA Pfrut_052072-RA
Pcer_081288-RA Pfrut_082883-RA
Pcer_080513-RA Pfrut_012071-RA
Pcer_080507-RA Pfrut_051047-RA
Pcer_080509-RA Pfrut_095056-RA
Pcer_006087-RA Pfrut_043816-RA
Pcer_006086-RA Pfrut_043817-RA
Pcer_070972-RA Pfrut_079445-RA
Pcer_044719-RA Pfrut_039269-RA
Pcer_044717-RA Pfrut_039267-RA
Pcer_044718-RA Pfrut_039268-RA
Pcer_006121-RA Pfrut_098221-RA
Pcer_006118-RA Pfrut_098217-RA
Pcer_006119-RA Pfrut_098218-RA
Pcer_010168-RA Pfrut_003812-RA
Pcer_007288-RA Pfrut_017178-RA
Pcer_028226-RA Pfrut_013223-RA
Pcer_007952-RA Pfrut_033760-RA
Pcer_007955-RA Pfrut_033764-RA
Pcer_007951-RA Pfrut_033759-RA
Pcer_007950-RA Pfrut_033758-RA
Pcer_009879-RA Pfrut_088744-RA
Pcer_082304-RA Pfrut_005933-RA
Pcer_082308-RA Pfrut_005927-RA
Pcer_081712-RA Pfrut_082439-RA
Pcer_081710-RA Pfrut_082440-RA
Pcer_044325-RA Pfrut_095724-RA
Pcer_044329-RA Pfrut_038896-RA
Pcer_044327-RA Pfrut_095721-RA
Pcer_087693-RA Pfrut_007845-RA
Pcer_068140-RA Pfrut_006358-RA
Pcer_087224-RA Pfrut_046746-RA
Pcer_069344-RA Pfrut_021459-RA
Pcer_069348-RA Pfrut_021452-RA
Pcer_069351-RA Pfrut_021449-RA
Pcer_069362-RA Pfrut_021438-RA
Pcer_069356-RA Pfrut_021446-RA
Pcer_042078-RA Pfrut_004522-RA
Pcer_042079-RA Pfrut_085310-RA
Pcer_088449-RA Pfrut_041795-RA
Pcer_042040-RA Pfrut_085349-RA
Pcer_068589-RA Pfrut_012936-RA
