chr	start	end	gene
Pcer_chr8A 4575059 4579024 Pcer_053736-RA
Pcer_chr8A 4579963 4580301 Pcer_053737-RA
Pcer_chr8A 4589528 4590259 Pcer_053738-RA
Pcer_chr8A 4607944 4608465 Pcer_053739-RA
Pcer_chr8A 4625815 4632920 Pcer_053740-RA
Pcer_chr8A 4653468 4667038 Pcer_053741-RA
Pcer_chr8A 4670527 4671085 Pcer_053742-RA
Pcer_chr8A 4675621 4681510 Pcer_053743-RA
Pcer_chr8A 4684745 4685866 Pcer_053744-RA
Pcer_chr8A 4686574 4692981 Pcer_053745-RA
Pcer_chr8A 4728775 4732571 Pcer_053746-RA
Pcer_chr8A 4734924 4738994 Pcer_053747-RA
Pcer_chr8A 4741151 4741417 Pcer_053748-RA
Pcer_chr8A 4742455 4750496 Pcer_053749-RA
Pcer_chr8A 4756396 4761184 Pcer_053750-RA
Pcer_chr8A 4763936 4767744 Pcer_053751-RA
Pcer_chr8A 4770351 4770596 Pcer_053752-RA
Pcer_chr8A 4882823 4883253 Pcer_053753-RA
Pcer_chr8A 4937896 4939602 Pcer_053754-RA
Pcer_chr8A 4970212 4972381 Pcer_053755-RA
Pcer_chr8A 4981837 4987706 Pcer_053756-RA
Pcer_chr8A 5002757 5005547 Pcer_053757-RA
Pcer_chr8A 5006604 5011623 Pcer_053758-RA
Pcer_chr8A 5013406 5016374 Pcer_053759-RA
Pcer_chr8A 5059371 5061761 Pcer_053760-RA
Pcer_chr8A 5068176 5068716 Pcer_053761-RA
Pcer_chr8A 5074875 5075853 Pcer_053762-RA
Pcer_chr8A 5076585 5077905 Pcer_053763-RA
Pcer_chr8A 5077946 5079455 Pcer_053764-RA
Pcer_chr8A 5102148 5106491 Pcer_053765-RA
Pcer_chr8A 5131762 5136858 Pcer_053766-RA
Pcer_chr8A 5143754 5145691 Pcer_053767-RA
Pcer_chr8A 5145728 5146327 Pcer_053768-RA
Pcer_chr8A 5147702 5159098 Pcer_053769-RA
Pcer_chr8A 5173747 5175033 Pcer_053770-RA
Pcer_chr8A 5210057 5211531 Pcer_053771-RA
Pcer_chr8A 5214180 5215774 Pcer_053772-RA
Pcer_chr8A 5307300 5308634 Pcer_053773-RA
Pcer_chr8A 5334362 5346038 Pcer_053774-RA
Pcer_chr8A 5381090 5385598 Pcer_053775-RA
Pcer_chr8A 5407702 5413481 Pcer_053776-RA
Pcer_chr8A 5441176 5446660 Pcer_053777-RA
Pcer_chr8A 5491296 5499286 Pcer_053778-RA
Pcer_chr8A 5502377 5506243 Pcer_053779-RA
Pcer_chr8A 5537957 5541806 Pcer_053780-RA
Pcer_chr8A 5547590 5548126 Pcer_053781-RA
Pcer_chr8A 5562731 5563099 Pcer_053782-RA
Pcer_chr8A 5563292 5571698 Pcer_053783-RA
Pcer_chr8A 5572814 5574644 Pcer_053784-RA
Pcer_chr8A 5617381 5618772 Pcer_053785-RA
Pcer_chr8A 5622587 5623236 Pcer_053786-RA
Pcer_chr8A 5630904 5635179 Pcer_053787-RA
Pcer_chr8A 5637364 5640090 Pcer_053788-RA
Pcer_chr8A 5640513 5645713 Pcer_053789-RA
Pcer_chr8A 5648909 5656087 Pcer_053790-RA
Pcer_chr8A 5691465 5695677 Pcer_053791-RA
Pcer_chr8A 5752543 5756522 Pcer_053792-RA
Pcer_chr8A 5758709 5759589 Pcer_053793-RA
Pcer_chr8A 5763415 5764390 Pcer_053794-RA
Pcer_chr8A 5782960 5788498 Pcer_053795-RA
Pcer_chr8A 5842921 5847502 Pcer_053796-RA
Pcer_chr8A 5850638 5850850 Pcer_053797-RA
Pcer_chr8A 5859110 5863101 Pcer_053798-RA
Pcer_chr8A 5871273 5873316 Pcer_053799-RA
Pcer_chr8A 5895993 5899165 Pcer_053800-RA
Pcer_chr8A 5899216 5903725 Pcer_053801-RA
Pcer_chr8A 5927064 5927939 Pcer_053802-RA
Pcer_chr8A 5984200 5986060 Pcer_053803-RA
Pcer_chr8A 5987037 5989093 Pcer_053804-RA
Pcer_chr8A 5992248 5993252 Pcer_053805-RA
Pcer_chr8A 6022794 6024479 Pcer_053806-RA
Pcer_chr8A 6024682 6025223 Pcer_053807-RA
Pcer_chr8A 6051777 6052393 Pcer_053808-RA
Pcer_chr8A 6097540 6098629 Pcer_053809-RA
Pcer_chr8A 6099545 6100310 Pcer_053810-RA
Pcer_chr8A 6110067 6116571 Pcer_053811-RA
Pcer_chr8A 6116708 6120061 Pcer_053812-RA
Pcer_chr8A 6124404 6126761 Pcer_053813-RA
Pcer_chr8A 6141643 6144247 Pcer_053814-RA
Pcer_chr8A 6144932 6149177 Pcer_053815-RA
Pcer_chr8A 6151753 6152376 Pcer_053816-RA
Pcer_chr8A 6161511 6162609 Pcer_053817-RA
Pcer_chr8A 6164001 6165272 Pcer_053818-RA
Pcer_chr8A 6190565 6199528 Pcer_053819-RA
Pcer_chr8A 6201099 6204971 Pcer_053820-RA
Pcer_chr8A 6205734 6209044 Pcer_053821-RA
Pcer_chr8A 6213618 6214117 Pcer_053822-RA
Pcer_chr8A 6214857 6221105 Pcer_053823-RA
Pcer_chr8A 6221526 6222339 Pcer_053824-RA
Pcer_chr8A 6233686 6235416 Pcer_053825-RA
Pcer_chr8A 6235828 6242214 Pcer_053826-RA
Pcer_chr8A 6259867 6261525 Pcer_053827-RA
Pcer_chr8A 6265006 6269290 Pcer_053828-RA
Pcer_chr8A 6291507 6299696 Pcer_053829-RA
Pcer_chr8A 6300172 6310525 Pcer_053830-RA
Pcer_chr8A 6315858 6318849 Pcer_053831-RA
Pcer_chr8A 6325022 6338116 Pcer_053832-RA
Pcer_chr8A 6357518 6358254 Pcer_053833-RA
Pcer_chr8A 6358369 6362460 Pcer_053834-RA
Pcer_chr8A 6362904 6368498 Pcer_053835-RA
Pcer_chr8A 6392071 6394137 Pcer_053836-RA
Pcer_chr8A 6432209 6433561 Pcer_053837-RA
Pcer_chr8A 6439824 6440730 Pcer_053838-RA
Pcer_chr8A 6496929 6497510 Pcer_053839-RA
Pcer_chr8A 6513160 6513798 Pcer_053840-RA
Pcer_chr8A 6646561 6649749 Pcer_053841-RA
Pcer_chr8A 6653642 6654702 Pcer_053842-RA
Pcer_chr8A 6662602 6667140 Pcer_053843-RA
Pcer_chr8A 6739059 6742596 Pcer_053844-RA
Pcer_chr8A 6755329 6757282 Pcer_053845-RA
Pcer_chr8A 6761892 6764980 Pcer_053846-RA
Pcer_chr8A 6773486 6776427 Pcer_053847-RA
Pcer_chr8A 6862272 6863252 Pcer_053848-RA
Pcer_chr8A 6893219 6897488 Pcer_053849-RA
Pcer_chr8A 6907077 6907598 Pcer_053850-RA
Pcer_chr8A 6965163 6970241 Pcer_053851-RA
Pcer_chr8A 6987449 6990619 Pcer_053852-RA
Pcer_chr8A 6996002 6997063 Pcer_053853-RA
Pcer_chr8A 7026288 7027349 Pcer_053854-RA
Pcer_chr8A 7031481 7037959 Pcer_053855-RA
Pcer_chr8A 7047418 7048425 Pcer_053856-RA
Pcer_chr8A 7067713 7068712 Pcer_053857-RA
Pcer_chr8A 7085824 7086567 Pcer_053858-RA
Pcer_chr8A 7134011 7141840 Pcer_053859-RA
Pcer_chr8A 7144965 7145687 Pcer_053860-RA
Pcer_chr8A 7147131 7147904 Pcer_053861-RA
Pcer_chr8A 7152985 7158170 Pcer_053862-RA
Pcer_chr8A 7176299 7181242 Pcer_053863-RA
Pcer_chr8A 7190125 7191453 Pcer_053864-RA
Pcer_chr8A 7192033 7202124 Pcer_053865-RA
Pcer_chr8A 7203291 7205235 Pcer_053866-RA
Pcer_chr8A 7215535 7221722 Pcer_053867-RA
Pcer_chr8A 7271677 7272828 Pcer_053868-RA
Pcer_chr8A 7291695 7293123 Pcer_053869-RA
Pcer_chr8A 7295695 7297298 Pcer_053870-RA
Pcer_chr8A 7306976 7308211 Pcer_053871-RA
Pcer_chr8A 7310610 7317051 Pcer_053872-RA
Pcer_chr8A 7325252 7328125 Pcer_053873-RA
Pcer_chr8A 7333307 7335979 Pcer_053874-RA
Pcer_chr8A 7354882 7356828 Pcer_053875-RA
Pcer_chr8A 7392340 7397915 Pcer_053876-RA
Pcer_chr8A 7402053 7403938 Pcer_053877-RA
Pcer_chr8A 7406909 7408294 Pcer_053878-RA
Pcer_chr8A 7409662 7411536 Pcer_053879-RA
Pcer_chr8A 7426728 7427091 Pcer_053880-RA
Pcer_chr8A 7456690 7460907 Pcer_053881-RA
Pcer_chr8A 7473704 7474694 Pcer_053882-RA
Pcer_chr8A 7487722 7489530 Pcer_053883-RA
Pcer_chr8A 7492634 7497592 Pcer_053884-RA
Pcer_chr8A 7501524 7505300 Pcer_053885-RA
Pcer_chr8A 7508058 7510586 Pcer_053886-RA
Pcer_chr8A 7525418 7529447 Pcer_053887-RA
Pcer_chr8A 7533240 7535162 Pcer_053888-RA
Pcer_chr8A 7561943 7564925 Pcer_053889-RA
Pcer_chr8A 7574093 7576045 Pcer_053890-RA
Pcer_chr8A 7580273 7587469 Pcer_053891-RA
Pcer_chr8A 7608303 7618322 Pcer_053892-RA
Pcer_chr8A 7637718 7641414 Pcer_053893-RA
Pcer_chr8A 7663544 7666590 Pcer_053894-RA
Pcer_chr8A 7668192 7681959 Pcer_053895-RA
Pcer_chr8A 7682893 7683792 Pcer_053896-RA
Pcer_chr8A 7741810 7742628 Pcer_053897-RA
Pcer_chr8A 7753464 7753751 Pcer_053898-RA
Pcer_chr8A 7757318 7762733 Pcer_053899-RA
Pcer_chr8A 7767275 7768681 Pcer_053900-RA
Pcer_chr8A 7772534 7776115 Pcer_053901-RA
Pcer_chr8A 7776855 7781302 Pcer_053902-RA
Pcer_chr8A 7822398 7830223 Pcer_053903-RA
Pcer_chr8A 7910221 7913244 Pcer_053904-RA
Pcer_chr8A 7923701 7926490 Pcer_053905-RA
Pcer_chr8A 7975667 7977006 Pcer_053906-RA
Pcer_chr8A 7996337 8002142 Pcer_053907-RA
Pcer_chr8A 8007498 8008847 Pcer_053908-RA
Pcer_chr8A 8012994 8016007 Pcer_053909-RA
Pcer_chr8A 8046023 8046426 Pcer_053910-RA
Pcer_chr8A 8054341 8056805 Pcer_053911-RA
Pcer_chr8A 8078141 8079280 Pcer_053912-RA
Pcer_chr8A 8092717 8093706 Pcer_053913-RA
Pcer_chr8A 8099080 8101031 Pcer_053914-RA
Pcer_chr8A 8102847 8104493 Pcer_053915-RA
Pcer_chr8A 8135123 8136712 Pcer_053916-RA
Pcer_chr8A 8150977 8155635 Pcer_053917-RA
Pcer_chr8A 8178067 8180575 Pcer_053918-RA
Pcer_chr8A 8180617 8183002 Pcer_053919-RA
Pcer_chr8A 8183344 8190289 Pcer_053920-RA
Pcer_chr8A 8183714 8185699 Pcer_053921-RA
Pcer_chr8A 8243382 8244871 Pcer_053922-RA
Pcer_chr8A 8248003 8250887 Pcer_053923-RA
Pcer_chr8A 8275443 8277926 Pcer_053924-RA
Pcer_chr8A 8287545 8288648 Pcer_053925-RA
Pcer_chr8A 8293011 8295867 Pcer_053926-RA
Pcer_chr8A 8307802 8308437 Pcer_053927-RA
Pcer_chr8A 8309802 8316301 Pcer_053928-RA
Pcer_chr8A 8361872 8364570 Pcer_053929-RA
Pcer_chr8A 8482967 8495097 Pcer_053930-RA
Pcer_chr8A 8503187 8505747 Pcer_053931-RA
Pcer_chr8A 8506098 8506589 Pcer_053932-RA
Pcer_chr8A 8515696 8517982 Pcer_053933-RA
Pcer_chr8A 8543466 8559614 Pcer_053934-RA
Pcer_chr8A 8825432 8826892 Pcer_053935-RA
Pcer_chr8A 8841302 8843982 Pcer_053936-RA
Pcer_chr8A 8844528 8847758 Pcer_053937-RA
Pcer_chr8A 8848916 8851829 Pcer_053938-RA
Pcer_chr8A 8867798 8870003 Pcer_053939-RA
Pcer_chr8A 8870106 8877262 Pcer_053940-RA
Pcer_chr8A 8878066 8878341 Pcer_053941-RA
Pcer_chr8A 8929305 8938872 Pcer_053942-RA
Pcer_chr8A 8939412 8946085 Pcer_053943-RA
Pcer_chr8A 8969614 8974622 Pcer_053944-RA
Pcer_chr8A 8981825 8994100 Pcer_053945-RA
Pcer_chr8A 9056419 9063059 Pcer_053946-RA
Pcer_chr8A 9063973 9070433 Pcer_053947-RA
Pcer_chr8A 9077615 9086218 Pcer_053948-RA
Pcer_chr8A 9088010 9097616 Pcer_053949-RA
Pcer_chr8A 9101155 9102561 Pcer_053950-RA
Pcer_chr8A 9107131 9109313 Pcer_053951-RA
Pcer_chr8A 9123030 9132510 Pcer_053952-RA
Pcer_chr8A 9154721 9160681 Pcer_053953-RA
Pcer_chr8A 9161406 9163273 Pcer_053954-RA
Pcer_chr8A 9166775 9174665 Pcer_053955-RA
Pcer_chr8A 9179741 9182867 Pcer_053956-RA
Pcer_chr8A 9184722 9188290 Pcer_053957-RA
Pcer_chr8A 9189192 9190621 Pcer_053958-RA
Pcer_chr8A 9206448 9215897 Pcer_053959-RA
Pcer_chr8A 9225765 9229584 Pcer_053960-RA
Pcer_chr8A 9272913 9280411 Pcer_053961-RA
Pcer_chr8A 9281970 9282849 Pcer_053962-RA
Pcer_chr8A 9318995 9328646 Pcer_053963-RA
Pcer_chr8A 9345002 9345655 Pcer_053964-RA
Pcer_chr8A 9356217 9358102 Pcer_053965-RA
Pcer_chr8A 9363923 9369279 Pcer_053966-RA
Pcer_chr8A 9400916 9402558 Pcer_053967-RA
Pcer_chr8A 9434140 9435606 Pcer_053968-RA
Pcer_chr8A 9439021 9441064 Pcer_053969-RA
Pcer_chr8A 9488636 9489112 Pcer_053970-RA
Pcer_chr8A 9492853 9493812 Pcer_053971-RA
Pcer_chr8A 9535424 9539756 Pcer_053972-RA
Pcer_chr8A 9614789 9619606 Pcer_053973-RA
Pcer_chr8A 9647060 9647941 Pcer_053974-RA
Pcer_chr8A 9649016 9653298 Pcer_053975-RA
Pcer_chr8A 9710572 9715566 Pcer_053976-RA
Pcer_chr8A 9739311 9747276 Pcer_053977-RA
Pcer_chr8A 9761993 9770451 Pcer_053978-RA
Pcer_chr8A 9794749 9797738 Pcer_053979-RA
Pcer_chr8A 9798876 9801573 Pcer_053980-RA
Pcer_chr8A 9816645 9818957 Pcer_053981-RA
Pcer_chr8A 9870578 9874384 Pcer_053982-RA
Pcer_chr8A 9880983 9884115 Pcer_053983-RA
Pcer_chr8A 9883900 9896111 Pcer_053984-RA
Pcer_chr8A 9901896 9906496 Pcer_053985-RA
Pcer_chr8A 9953435 9958879 Pcer_053986-RA
Pcer_chr8A 9972354 9972743 Pcer_053987-RA
Pcer_chr8A 9975732 9976121 Pcer_053988-RA
Pcer_chr8A 10045784 10046170 Pcer_053989-RA
Pcer_chr8A 10048481 10049011 Pcer_053990-RA
Pcer_chr8A 10065729 10068491 Pcer_053991-RA
Pcer_chr8A 10120733 10121924 Pcer_053992-RA
Pcer_chr8A 10214905 10221092 Pcer_053993-RA
Pcer_chr8A 10235677 10236114 Pcer_053994-RA
Pcer_chr8A 10255463 10256075 Pcer_053995-RA
Pcer_chr8A 10261400 10266387 Pcer_053996-RA
Pcer_chr8A 10281569 10286498 Pcer_053997-RA
Pcer_chr8A 10292474 10300513 Pcer_053998-RA
Pcer_chr8A 10341139 10342837 Pcer_053999-RA
Pcer_chr8A 10369043 10370104 Pcer_054000-RA
Pcer_chr8A 10378861 10381334 Pcer_054001-RA
Pcer_chr8A 10418623 10422326 Pcer_054002-RA
Pcer_chr8A 10425660 10427649 Pcer_054003-RA
Pcer_chr8A 10440826 10442363 Pcer_054004-RA
Pcer_chr8A 10474513 10475394 Pcer_054005-RA
Pcer_chr8A 10502302 10502847 Pcer_054006-RA
Pcer_chr8A 10527784 10528918 Pcer_054007-RA
Pcer_chr8A 10598961 10599873 Pcer_054008-RA
Pcer_chr8A 10678881 10679417 Pcer_054009-RA
Pcer_chr8A 10707651 10709288 Pcer_054010-RA
Pcer_chr8A 10729465 10731067 Pcer_054011-RA
Pcer_chr8A 10735261 10736176 Pcer_054012-RA
Pcer_chr8A 10748033 10751368 Pcer_054013-RA
Pcer_chr8A 10776855 10779306 Pcer_054014-RA
Pcer_chr8A 10794638 10797394 Pcer_054015-RA
Pcer_chr8A 10803061 10806009 Pcer_054016-RA
Pcer_chr8A 10806065 10807247 Pcer_054017-RA
Pcer_chr8A 10809836 10813244 Pcer_054018-RA
Pcer_chr8A 10814427 10817633 Pcer_054019-RA
Pcer_chr8A 10827267 10829687 Pcer_054020-RA
Pcer_chr8A 10837715 10841552 Pcer_054021-RA
Pcer_chr8A 10861643 10862800 Pcer_054022-RA
Pcer_chr8A 10871994 10872965 Pcer_054023-RA
Pcer_chr8A 10873382 10875865 Pcer_054024-RA
Pcer_chr8A 10899449 10904191 Pcer_054025-RA
Pcer_chr8A 10911959 10914191 Pcer_054026-RA
Pcer_chr8A 10918533 10932939 Pcer_054027-RA
Pcer_chr8A 10948088 10948471 Pcer_054028-RA
Pcer_chr8A 10962043 10963108 Pcer_054029-RA
Pcer_chr8A 11001721 11003346 Pcer_054030-RA
Pcer_chr8A 11003499 11005720 Pcer_054031-RA
Pcer_chr8A 11019258 11024341 Pcer_054032-RA
Pcer_chr8A 11035074 11039430 Pcer_054033-RA
Pcer_chr8A 11045072 11046811 Pcer_054034-RA
Pcer_chr8A 11058000 11058307 Pcer_054035-RA
Pcer_chr8A 11161768 11173331 Pcer_054036-RA
Pcer_chr8A 11181413 11182174 Pcer_054037-RA
Pcer_chr8A 11192254 11198610 Pcer_054038-RA
Pcer_chr8A 11201902 11205389 Pcer_054039-RA
Pcer_chr8A 11236553 11248249 Pcer_054040-RA
Pcer_chr8A 11250078 11252805 Pcer_054041-RA
Pcer_chr8A 11252971 11255125 Pcer_054042-RA
Pcer_chr8A 11255206 11256894 Pcer_054043-RA
Pcer_chr8A 11280268 11285477 Pcer_054044-RA
Pcer_chr8A 11285750 11291312 Pcer_054045-RA
Pcer_chr8A 11295847 11299440 Pcer_054046-RA
Pcer_chr8A 11324415 11327297 Pcer_054047-RA
Pcer_chr8A 11327694 11334577 Pcer_054048-RA
Pcer_chr8A 11336634 11339544 Pcer_054049-RA
Pcer_chr8A 11351502 11360157 Pcer_054050-RA
Pcer_chr8A 11366011 11366370 Pcer_054051-RA
Pcer_chr8A 11368196 11371776 Pcer_054052-RA
Pcer_chr8A 11374077 11379884 Pcer_054053-RA
Pcer_chr8A 11380151 11382863 Pcer_054054-RA
Pcer_chr8A 11400733 11404179 Pcer_054055-RA
Pcer_chr8A 11410926 11416602 Pcer_054056-RA
Pcer_chr8A 11417115 11429152 Pcer_054057-RA
Pcer_chr8A 11430216 11439825 Pcer_054058-RA
Pcer_chr8A 11452144 11453844 Pcer_054059-RA
Pcer_chr8A 11459857 11461475 Pcer_054060-RA
Pcer_chr8A 11584217 11584952 Pcer_054061-RA
Pcer_chr8A 11655968 11656534 Pcer_054062-RA
Pcer_chr8A 11658203 11667018 Pcer_054063-RA
Pcer_chr8A 11705180 11706349 Pcer_054064-RA
Pcer_chr8A 11706776 11707254 Pcer_054065-RA
Pcer_chr8A 11721776 11725163 Pcer_054066-RA
Pcer_chr8A 11725274 11727693 Pcer_054067-RA
Pcer_chr8A 11728194 11728808 Pcer_054068-RA
Pcer_chr8A 11728861 11729754 Pcer_054069-RA
Pcer_chr8A 11730096 11732311 Pcer_054070-RA
Pcer_chr8A 11735345 11737312 Pcer_054071-RA
Pcer_chr8A 11750529 11759248 Pcer_054072-RA
Pcer_chr8A 11795790 11796383 Pcer_054073-RA
Pcer_chr8A 11797903 11802424 Pcer_054074-RA
Pcer_chr8A 11841947 11846005 Pcer_054075-RA
Pcer_chr8A 11846071 11853541 Pcer_054076-RA
Pcer_chr8A 11862991 11863629 Pcer_054077-RA
Pcer_chr8A 11898236 11902730 Pcer_054078-RA
Pcer_chr8A 11903516 11911096 Pcer_054079-RA
Pcer_chr8A 11937190 11938152 Pcer_054080-RA
Pcer_chr8A 11941834 11943072 Pcer_054081-RA
Pcer_chr8A 11952835 11957934 Pcer_054082-RA
Pcer_chr8A 11964100 11965824 Pcer_054083-RA
Pcer_chr8A 11973372 11977851 Pcer_054084-RA
Pcer_chr8A 11977997 11979213 Pcer_054085-RA
Pcer_chr8A 11984112 11986286 Pcer_054086-RA
Pcer_chr8A 12013383 12016753 Pcer_054087-RA
Pcer_chr8A 12025193 12026708 Pcer_054088-RA
Pcer_chr8A 12059273 12066086 Pcer_054089-RA
Pcer_chr8A 12070992 12074896 Pcer_054090-RA
Pcer_chr8A 12089221 12097171 Pcer_054091-RA
Pcer_chr8A 12097470 12100942 Pcer_054092-RA
Pcer_chr8A 12122933 12125497 Pcer_054093-RA
Pcer_chr8A 12130593 12131141 Pcer_054094-RA
Pcer_chr8A 12133210 12134604 Pcer_054095-RA
Pcer_chr8A 12136952 12138346 Pcer_054096-RA
Pcer_chr8A 12149189 12150556 Pcer_054097-RA
Pcer_chr8A 12181161 12182527 Pcer_054098-RA
Pcer_chr8A 12183850 12184298 Pcer_054099-RA
Pcer_chr8A 12188782 12190151 Pcer_054100-RA
Pcer_chr8A 12202258 12207237 Pcer_054101-RA
Pcer_chr8A 12210895 12212264 Pcer_054102-RA
Pcer_chr8A 12214348 12215796 Pcer_054103-RA
Pcer_chr8A 12233669 12243995 Pcer_054104-RA
Pcer_chr8A 12244791 12247453 Pcer_054105-RA
Pcer_chr8A 12248351 12257641 Pcer_054106-RA
Pcer_chr8A 12259408 12264598 Pcer_054107-RA
Pcer_chr8A 12279725 12282974 Pcer_054108-RA
Pcer_chr8A 12284100 12284417 Pcer_054109-RA
Pcer_chr8A 12285180 12286346 Pcer_054110-RA
Pcer_chr8A 12313584 12316717 Pcer_054111-RA
Pcer_chr8A 12318623 12321799 Pcer_054112-RA
Pcer_chr8A 12322579 12337541 Pcer_054113-RA
Pcer_chr8A 12338108 12339676 Pcer_054114-RA
Pcer_chr8A 12340153 12341547 Pcer_054115-RA
Pcer_chr8A 12343479 12344444 Pcer_054116-RA
Pcer_chr8A 12344535 12347141 Pcer_054117-RA
Pcer_chr8A 12355286 12357369 Pcer_054118-RA
Pcer_chr8A 12368493 12372102 Pcer_054119-RA
Pcer_chr8A 12395152 12396159 Pcer_054120-RA
Pcer_chr8A 12396298 12398400 Pcer_054121-RA
Pcer_chr8A 12402338 12403351 Pcer_054122-RA
Pcer_chr8A 12403484 12408738 Pcer_054123-RA
Pcer_chr8A 12413000 12414597 Pcer_054124-RA
Pcer_chr8A 12416614 12417211 Pcer_054125-RA
Pcer_chr8A 12435686 12444981 Pcer_054126-RA
Pcer_chr8A 12448335 12449102 Pcer_054127-RA
Pcer_chr8A 12453566 12457259 Pcer_054128-RA
Pcer_chr8A 12468664 12471303 Pcer_054129-RA
Pcer_chr8A 12471429 12471857 Pcer_054130-RA
Pcer_chr8A 12497078 12501068 Pcer_054131-RA
Pcer_chr8A 12511900 12512861 Pcer_054132-RA
Pcer_chr8A 12518643 12519191 Pcer_054133-RA
Pcer_chr8A 12554299 12557398 Pcer_054134-RA
Pcer_chr8A 12595307 12601753 Pcer_054135-RA
Pcer_chr8A 12606747 12611028 Pcer_054136-RA
Pcer_chr8A 12619090 12620580 Pcer_054137-RA
Pcer_chr8A 12620611 12625729 Pcer_054138-RA
Pcer_chr8A 12636726 12647170 Pcer_054139-RA
Pcer_chr8A 12651104 12651343 Pcer_054140-RA
Pcer_chr8A 12653249 12653554 Pcer_054141-RA
Pcer_chr8A 12654195 12654803 Pcer_054142-RA
Pcer_chr8A 12655733 12656011 Pcer_054143-RA
Pcer_chr8A 12657861 12658265 Pcer_054144-RA
Pcer_chr8A 12673239 12673517 Pcer_054145-RA
Pcer_chr8A 12675524 12675928 Pcer_054146-RA
Pcer_chr8A 12677372 12679722 Pcer_054147-RA
Pcer_chr8A 12680405 12681159 Pcer_054148-RA
Pcer_chr8A 12686492 12689134 Pcer_054149-RA
Pcer_chr8A 12690505 12690777 Pcer_054150-RA
Pcer_chr8A 12692838 12693137 Pcer_054151-RA
Pcer_chr8A 12698451 12699101 Pcer_054152-RA
Pcer_chr8A 12700004 12700438 Pcer_054153-RA
Pcer_chr8A 12744645 12749442 Pcer_054154-RA
Pcer_chr8A 12763144 12764302 Pcer_054155-RA
Pcer_chr8A 12789442 12789912 Pcer_054156-RA
Pcer_chr8A 12803048 12803520 Pcer_054157-RA
Pcer_chr8A 12814254 12819596 Pcer_054158-RA
Pcer_chr8A 12828101 12828403 Pcer_054159-RA
Pcer_chr8A 12847421 12847750 Pcer_054160-RA
Pcer_chr8A 12855177 12855458 Pcer_054161-RA
Pcer_chr8A 12884480 12884782 Pcer_054162-RA
Pcer_chr8A 12888039 12888338 Pcer_054163-RA
Pcer_chr8A 12896990 12898001 Pcer_054164-RA
Pcer_chr8A 12924610 12928056 Pcer_054165-RA
Pcer_chr8A 12937478 12937792 Pcer_054166-RA
Pcer_chr8A 12952114 12952566 Pcer_054167-RA
Pcer_chr8A 12971274 12975086 Pcer_054168-RA
Pcer_chr8A 12977574 12978490 Pcer_054169-RA
Pcer_chr8A 12983223 12985807 Pcer_054170-RA
Pcer_chr8A 12987594 12992921 Pcer_054171-RA
Pcer_chr8A 13014317 13016184 Pcer_054172-RA
Pcer_chr8A 13019335 13024158 Pcer_054173-RA
Pcer_chr8A 13036579 13038756 Pcer_054174-RA
Pcer_chr8A 13056040 13059159 Pcer_054175-RA
Pcer_chr8A 13065225 13068057 Pcer_054176-RA
Pcer_chr8A 13067131 13071169 Pcer_054177-RA
Pcer_chr8A 13078454 13087794 Pcer_054178-RA
Pcer_chr8A 13087269 13087568 Pcer_054179-RA
Pcer_chr8A 13088629 13090122 Pcer_054180-RA
Pcer_chr8A 13090704 13095114 Pcer_054181-RA
Pcer_chr8A 13097138 13099729 Pcer_054182-RA
Pcer_chr8A 13124585 13126480 Pcer_054183-RA
Pcer_chr8A 13143814 13145108 Pcer_054184-RA
Pcer_chr8A 13148703 13149696 Pcer_054185-RA
Pcer_chr8A 13152823 13161194 Pcer_054186-RA
Pcer_chr8A 13174322 13178546 Pcer_054187-RA
Pcer_chr8A 13178777 13181790 Pcer_054188-RA
Pcer_chr8A 13182259 13182990 Pcer_054189-RA
Pcer_chr8A 13187324 13187960 Pcer_054190-RA
Pcer_chr8A 13188004 13189655 Pcer_054191-RA
Pcer_chr8A 13191204 13194697 Pcer_054192-RA
Pcer_chr8A 13225610 13231387 Pcer_054193-RA
Pcer_chr8A 13234237 13236470 Pcer_054194-RA
Pcer_chr8A 13236861 13242524 Pcer_054195-RA
Pcer_chr8A 13245770 13248595 Pcer_054196-RA
Pcer_chr8A 13249415 13252708 Pcer_054197-RA
Pcer_chr8A 13254589 13257848 Pcer_054198-RA
Pcer_chr8A 13261222 13266721 Pcer_054199-RA
Pcer_chr8A 13270591 13272901 Pcer_054200-RA
Pcer_chr8A 13309697 13312882 Pcer_054201-RA
Pcer_chr8A 13320262 13324197 Pcer_054202-RA
Pcer_chr8A 13354124 13359765 Pcer_054203-RA
Pcer_chr8A 13399626 13399979 Pcer_054204-RA
Pcer_chr8A 13423712 13424029 Pcer_054205-RA
Pcer_chr8A 13425742 13427110 Pcer_054206-RA
Pcer_chr8A 13436205 13438905 Pcer_054207-RA
Pcer_chr8A 13466148 13470878 Pcer_054208-RA
Pcer_chr8A 13471738 13481151 Pcer_054209-RA
Pcer_chr8A 13486635 13494090 Pcer_054210-RA
Pcer_chr8A 13502002 13507711 Pcer_054211-RA
Pcer_chr8A 13507359 13513037 Pcer_054212-RA
Pcer_chr8A 13529932 13536956 Pcer_054213-RA
Pcer_chr8A 13537086 13539295 Pcer_054214-RA
Pcer_chr8A 13560678 13562568 Pcer_054215-RA
Pcer_chr8A 13565492 13572835 Pcer_054216-RA
Pcer_chr8A 13573604 13578264 Pcer_054217-RA
